Nº DE IAFN;NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);HORA;DATA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG DEC;VF;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
002_2023;ELOISA;9;CFINGA;CFINGA;BRASIL;0,8;9;23:00;04/FEV/2023;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;DESAPARECIMENTO DE PESSOA;4,21666667;-69,94416667;0;0;1;72244461;ALUMÍNIO;
03_2023;PRINCESA    II  -  COMTE   EMANOEL    II;4;CPSTNA;CPSTNA;BRASIL;9;11;10:20;02/FEV/2023;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;3,85000000;-51,82222222;1;0;0;225002493;ALUMÍNIO;
05_2023;REAL  40  LUXURY   I;1;DLANGR;DLANGR;BRASIL;9;12,2;SE:R ;A /URADO;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,95000000;-35,18500000;0;0;0;3813919293;FIBRA;
10_2023;NORMAND    TOPAZIO   -  UP  RUBI;1;CPRIOJ;CPRIOJ;BRASIL;2,854;77,8;02:20;03/FEV/2023;SUPPLY;APOIO MARÍTIMO;CARGA;MOTOR;ABALROAMENTO;-22,86666667;-43,12500000;0;0;0;3810515043;AÇO;
09_2023;MUSICA;1;CPRIOJ;CPRIOJ;PANAMÁ;92,409;293,8;18:00;03/FEV/2023;NM DE PASSAGEIROS;LONGO-CURSO;PASSAGEIROS;MOTOR;RUPTURA DE CABOS;-22,88333333;-43,18833333;0;0;0;SOLAS -IMO  9320087;AÇO;
04_2023;MARTINS    E  CIA;1;DLCABO;DLCABO;BRASIL;13;12,8;11:00;10/FEV/2023;ESCUNA;INTERIOR;PASSAGEIROS;MOTOR;ENCALHE;-22,75000000;-41,89250000;0;0;0;2810226989;MADEIRA;NÃO POSSUI
07_2023;NATHAN   II;1;CPVITO;CPVITO;BRASIL;35;16;SE:R ;A /URADO;REBOCADOR;CABOTAGEM;REBOCADOR/EMPURRADOR;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;;;0;1;0;3410387722;AÇO;
03_2023;SEM   NOME;5;CPGRAN;CPGRAN;BRASIL;NÃO INSCRITA;1,85;18:00;12/FEV/2023;BOTE;INTERIOR;SEM ATIVIDADE DEFINIDA;REMO;MORTE DE PESSOA;-8,48333333;-52,59222222;1;0;0;NÃO INSCRITA;BORRACHA;
04_2023;ISABELLA    M;4;CPSTNA;CPSTNA;BAHAMAS;31,226;190;04:50;05/FEV/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;-0,05000000;-51,10888889;0;0;0;SOLAS -IMO  9311490;AÇO;
04_2023;EPIC  SICILY   -  PEGASUS;5;CPGRAN;CPGRAN;SINGAPURA;7,951;119,92;15:30;13/FEV/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ABALROAMENTO;-8,06666667;-52,08777778;0;0;0;SOLAS -IMO  9711482;AÇO;
07-A/2023;RAVEN   ARROW;8;CPSANT;CPSANT;BAHAMAS;46,295;210;8:30;09/FEV/2023;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM ESTIVADOR;-23,91666667;-23,92833333;0;1;0;SOLAS  -IMO  9574858;AÇO;
06-A/2023;AMADEUS;8;CPSANT;CPSANT;PANAMÁ;44,425;228,99;2:30;08/FEV/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-23,95000000;-23,95472222;0;1;0;SOLAS   IMO  9749855;AÇO;
08-A/2023;GALDINO;8;CPSANT;CPSANT;BRASIL;0;3,22;19:00;06/FEV/2023;MOTO-AQUÁTICA ;CABOTAGEM;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;0,00000000;-24,00083333;0;0;1;401M2010012425;FIBRA;
03_2023;GAROTO   DO  MAR;3;CPFTZA;CPFTZA;BRASIL;0,85;3,3;9:30;08/FEV/2023;CANOA;CABOTAGEM;PESCA;VELA;QUEDA DE PESSOAS NA ÁGUA;-3,68333333;-38,62000000;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
02_2023;SÃO  MARCOS   -  SEM  NOME;4;CPLUIZ;AGIMPE;BRASIL;18;11,85;22:00;30/MAI/2023;LANCHA;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇOS;MOTOR;ABALROAMENTO;-2,56666667;-44,37583333;1;0;0;1210106396;FIBRA;
5_2023;VICTOR   10  -  LUANA   1;5;DLSFSL;DLSFSL;BRASIL;0;3,31;18:10;12/FEV/2023;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-2,25000000;-48,69194444;0;0;0;442M2021005415;FIBRA;
01_2023;GOLFINHO    DO  NORTE   -  ANNA  KAROLINE;4;CFAREM;CFAREM;BRASIL;989;45;15:15;10/FEV/2023;FERRY-BOAT;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ABALROAMENTO;-2,41666667;-54,69694444;0;0;0;230940358;AÇO;
6_2023;SALMO   23;5;DLSFSL;DLSFSL;BRASIL;MIUDA;6,78;03:30;16/FEV/2023;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-2,18333333;-48,49055556;0;0;0;442M2021003706;FIBRA;
12_2023;PETROBRAS    35;1;CPMCAE;CPMCAE;LIBÉRIA;138,978;329;8:45;15/FEV/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,43333333;-40,07750000;0;1;0;387E000895;AÇO;
05_2023;CALA  MANDIA;8;DLTIAO;DLTIAO;BRASIL;5,7;11,3;17:00;20/FEV/2023;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;COLISÃO ;-23,71666667;-45,36166667;0;2;0;4030206280;FIBRA;
11_2023;BIA  E  KELY;1;CPRIOJ;AGPRTI;BRASIL;2,78;6,6;11:00;16/FEV/2023;BOTE;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇOS;MOTOR;VARAÇÃO;-23,21666667;-44,70972222;0;0;0;3868898662;MADEIRA;NÃO POSSUI
06_2023;MENINA   MIRELA   I -  LIMITE   DA  PAIX Ã O;1;DLANGR;DLANGR;BRASIL;0;6,1;9:00;22/FEV/2023;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-23,06666667;-44,23583333;0;0;0;3820118802;FIBRA;
01_2023;CARCAR  Á  I;3;CPSSOA;CPSSOA;BRASIL;2,7;6,5;14:00;21/FEV/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-7,00000000;-34,86416667;0;0;0;2010219309;FIBRA;
2A/2023;SEM   NOME;1;DLFURN;DLFURN;BRASIL;117;16,5;21:00;18/FEV/2023;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIROS;MOTOR;EMBORCAMENTO;-20,65000000;-45,99555556;0;0;0;NÃO INSCRITA;AÇO;
5_2023;ZENAIDE   III;1;DLCABO;DLCABO;BRASIL;1;5,23;14:00;20/FEV/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,96666667;-42,13000000;0;0;0;3810503606;FIBRA;
03_2023;MENSAGEIRO    DE  SÃO  JOS É  III;4;CPLUIZ;CPLUIZ;BRASIL;17,9;16,3;19:00;17/FEV/2023;LANCHA;INTERIOR;PASSAGEIROS E CARGA;MOTOR;NAUFRÁGIO;-2,35000000;-43,77083333;0;0;0;12100055198    4;MADEIRA;NÃO POSSUI
001_2023;MAKA;7;CPFBRA;CPFBRA;BRASIL;0,456;7,36;18:45;21//2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-16,31666667;-48,33555556;0;0;0;5210225615;FIBRA;
08_2023;OXY  TRINTA   E  DOIS   -  MAIS  VIDA   I;2;CPSALV;CPSALV;BRASIL;41;17,7;15:00;18/FEV/2023;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-13,03333333;-38,52833333;0;0;0;4211496328;FIBRA;
7_2023;AVANTT;2;CPSALV;CPSALV;BRASIL;3,51;7,9;10:20;15/FEV/2023;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-12,76666667;-38,51416667;0;0;0;5210254771;FIBRA;
13_2023;MV  OREGON;1;CPMCAE;CPMCAE;MALTA;94,788;295;12:00;22/FEV/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;COLISÃO ;-21,73333333;-40,93333333;0;0;0;SOLAS -IMO  9721683;AÇO;
02_2023;PERUCHI;5;DELUNA;DELUNA;BRASIL;0;4,5;11:50;19/FEV/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-4,83333333;-49,28833333;0;0;0;466M2001002769;FIBRA;
002_2023;GIOVANNI    DP;3;CPCEIO;CPCEIO;MALTA;11,191;138,11;06:00;18/FEV/2023;NM QUÍMICO;LONGO-CURSO;CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-9,75000000;-35,63000000;0;0;0;SOLAS -IMO  9261516;AÇO;
00_2023;O Enigma;3;CPCEIO;CPCEIO;BRASIL;NÃO INSCRITA;3;13:00;24/FEV/2023;BOTE;A SER APURADO;A SER APURADO;MOTOR;COLISÃO ;-10,16666667;-35,13972222;2;1;0;NÃO INSCRITA;ALUMÍNIO;
12_2023;TS  ASSANHADO;1;CPRIOJ;CPRIOJ;BRASIL;184;24,5;05:30;23/FEV/2023;REBOCADOR;CABOTAGEM;REBOCADOR/EMPURRADOR;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,81666667;-43,11000000;1;0;0;3810485136;AÇO;
08_2023;HEITOR   V;1;CPVITO;CPVITO;BRASIL;4;7,95;SE:R ;A /URADO;SAVEIRO;INTERIOR;PESCA;MOTOR;EMBORCAMENTO;0,00000000;;1;0;0;3410389717;MADEIRA;A SER APURADO
09-A/2023;OSC  08;8;CPSANT;CPSANT;BRASIL;8,1;9,5;7:30;14/FEV/2023;TRAINEIRA;INTERIOR;PASSAGEIROS E CARGA;MOTOR;NAUFRÁGIO;-23,93333333;-23,94305556;0;0;0;3813905616;MADEIRA;NÃO POSSUI
13_2023;WILDEBEEST    -  REEDBUCK;1;CPRIOJ;CPRIOJ;VANUATU;4,336;92,65;22:20;15/FEV/2023;SUPPLY;APOIO MARÍTIMO;CARGA;MOTOR;ABALROAMENTO;-22,83333333;-43,13861111;0;0;0;443E000760;AÇO;
03_2023;DU  ROBERT;5;DCPJAI;DCPJAI;BRASIL;0;6,2;17:54;22/FEV/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-3,10000000;-48,50138889;0;0;0;433M2021005656;AÇO;
03_2023;YA  AYOUNI   I -  ESTA ÇÃ O;1;DLRUCA;DLRUCA;BRASIL;0;3,45;13:00;24/FEV/2023;MOTO-AQUÁTICA ;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-22,91666667;-43,89277778;0;1;0;962M2019010197;FIBRA;
2_2023;Camar ão  III -  Laguna   II  -  Santa  CRUZ   -  Drakar;2;DLSEGU;DLSEGU;BRASIL;94;8,8;17:00;27/FEV/2023;REBOCADOR/EMPURRADO;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-16,45000000;-39,06416667;0;1;0;4450058992;AÇO;
4_2023;LOG -IN  JACARANDA;3;CPCIFE;CPCIFE;BRASIL;28,554;218;16:00;22/JAN/2023;NM PORTA-CONTENTOR;LONGO-CURSO;CARGA;MOTOR;COLISÃO ;-8,38333333;-34,96861111;0;0;0;SOLAS - IMO;AÇO;
10-A/2023;AQUAHOLIC    II;8;CPSANT;CPSANT;BRASIL;25;17,96;6:25;19/FEV/2023;SAVEIRO;INTERIOR;PASSAGEIROS E CARGA;MOTOR;NAUFRÁGIO;-23,98333333;-23,99166667;0;0;0;3826671872;MADEIRA;NÃO POSSUI
12-A/2023;BBG   HECHI;8;CPSANT;CPSANT;LIBÉRIA;43,987;228,9;9:00;21/FEV/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-0,06666667;-24,06916667;0;1;0;SOLAS -IMO  9929039;AÇO;
11-A/2023;SEM   NOME;8;CPSANT;CPSANT;BRASIL;NÃO INSCRITA;2;-1:15;20/FEV/2023;BOTE;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-0,38333333;-47,04000000;1;0;0;NÃO INSCRITA;ALUMÍNIO;
09_2023;SEM   NOME;9;CPNAUS;CPNAUS;BRASIL;NÃO INSCRITA;4;6:00;22/FEV/2023;BOTE;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;-3,46666667;-60,74805556;1;0;1;NÃO INSCRITA;ALUMÍNIO;
7_2023;BRIGITTE;4;CPSTNA;CPSTNA;CHIPRE;34,206;189,9;20:30;27/FEV/2023;NM PORTA-CONTENTOR;LONGO-CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ ASSALTO/ FURTO/ ROUBO;0,08333333;-50,64388889;0;0;0;SOLAS  -IMO    9730270;AÇO;
06_2023;CARAVOS    HARMONY;4;CPSTNA;CPSTNA;ILHAS MARSHALL;44,289;229;FE:V2;21/   HORA ;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;MORTE DE PESSOA;;;2;0;0;SOLAS -IMO  9595589;AÇO;
10_2023;JEAN  FILHO   XXV;9;CPNAUS;CPNAUS;BRASIL;47,9;20,4;11:24;01/MAR/2023;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-3,13333333;-59,93861111;0;0;0;10194738;ALUMÍNIO;
02_2023;LADY  VANDA;4;CFAREM;CFAREM;BRASIL;1,154;76;21:00;19/FEV/2023;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;COLISÃO ;-2,41666667;-54,69361111;0;0;0;021- 031678 - 1;AÇO;
8_2023;COMANDANTE     LEO;4;CPSTNA;CPSTNA;BRASIL;9;15,3;10:00;03/MAR/2023;BARCO;INTERIOR;PASSAGEIROS E CARGA;MOTOR;NAUFRÁGIO;-0,26666667;-51,01611111;1;0;0;220126836;MADEIRA;NÃO POSSUI
7_2023;ROBALO;5;DLSFSL;DLSFSL;BRASIL;15;13,18; S:ER;A /03/2023;REBOCADOR/EMPURRADO;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;AVARIA DE MÁQUINAS;-2,26666667;-48,68611111;0;0;0;9629972492;AÇO;
04_2023;CARLINHOS;1;DLRUCA;DLRUCA;BRASIL;4;7,53;13:40;26/FEV/2023;BOTE;INTERIOR;PASSAGEIROS E CARGA;MOTOR;COLISÃO ;-22,93333333;-43,90638889;0;1;0;3830644388;FIBRA;
13-A/2023;FRANZ   SCHULTE;8;CPSANT;CPSANT;SINGAPURA;25,696;179,95;6:00;02/FEV/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ENCALHE;-23,91666667;-23,91861111;0;0;0;SOLAS -IMO  9861160;AÇO;
04_2023;SEM   NOME;3;CPFTZA;AGCATI;BRASIL;NÃO INSCRITA;4;13:00;22/FEV/2023;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-5,50000000;-38,50000000;1;0;0;NÃO INSCRITA;AÇO;
09_2023;SERVA   DE  DEUS   I;2;CPSALV;CPSALV;BRASIL;5;9,7;13:00;20/FEV/2023;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;EMBORCAMENTO;-12,78333333;-38,52000000;0;0;0;2818927048;FIBRA;
5_2023;Darcy   Fortuna;4;CPSTNA;CPSTNA;BRASIL;904;70,31; S:er;A /   Ser/F;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;NAUFRÁGIO;-1,41666667;-51,01000000;0;0;0;10149538;AÇO;
14_2023;PETROBRAS    31;1;CPMCAE;CPMCAE;PANAMÁ;138,015;321,3;12:26;23/FEV/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,11666667;-39,96416667;0;1;0;387E0006   1;AÇO;
04_2023;PIPES  112;4;CPLUIZ;AGIMPE;BRASIL;89;30;16:30;28/FEV/2023;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;QUEDA DE VEÍCULO NA ÁGUA;-8,80000000;-46,24166667;1;0;0;1270013980;AÇO;
05_2023;JOÃO  PEDRO   I;5;CPGRAN;CPGRAN;BRASIL;79;19,94;19:00;02/FEV/2023;BARCO;CABOTAGEM;PESCA;MOTOR;COLISÃO ;-5,31666667;-49,72138889;0;0;0;4450085493;MADEIRA;NÃO POSSUI
004_2023;SEM   NOME;3;CPCEIO;CPCEIO;BRASIL;NÃO INSCRITA;2;06:00;28/FEV/2023;OUTRAS EMBARCAÇÕES;A SER APURADO;PESCA;REMO;QUEDA DE PESSOAS NA ÁGUA;-20,11666667;-35,53416667;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
05_2023;DERECK;3;CPCEIO;CPCEIO;BRASIL;NÃO INSCRITA;6;11:00;01/MAR/2023;BOTE;A SER APURADO;PESCA;MOTOR;DERIVA DA EMBARCAÇÃO;-9,83333333;-35,49694444;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
09_2023;LIVIA   III;1;CPVITO;CPVITO;BRASIL;3;7,3;9:00;04/MAR/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;AVARIA DE MÁQUINAS;-20,65000000;-40,38333333;0;0;0;3410144421;FIBRA;
06_2023;Espelho   da  Lua  -  SERGIPE;3;CPCEIO;AGNEDO;BRASIL;26,66;14;14:30;01/MAR/2023;REBOCADOR/EMPURRADO;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ENCALHE;-9,75000000;-37,43305556;0;0;0;2420134851;AÇO;
5_2023;Albatroz;3;CPCIFE;CPCIFE;BRASIL;13,7;12,55;2:00;05/MAR/2023;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;EXPOR A RISCO;-3,83333333;-32,40138889;0;0;0;40104056;FIBRA;
03_2023;SEM   NOME;4;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;A SER APURADO;20:00;28/FEV/2023;CANOA;INTERIOR;PASSAGEIROS;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-2,46666667;-54,46611111;0;0;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI
11_2023;SEM   NOME;9;CPNAUS;CPNAUS;BRASIL;NÃO INSCRITA;7;16:00;28/FEV/2023;BOTE;INTERIOR;PASSAGEIROS;MOTOR;NAUFRÁGIO;-0,13333333;-66,92750000;3;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
06_2023;STELA  MARIS   III;5;CPGRAN;CPGRAN;BRASIL;102;22,2;22:10;05/MAR/2023;BARCO;CABOTAGEM;PESCA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-6,61666667;-50,32583333;0;1;0;4430114595;MADEIRA;NÃO POSSUI
05_2023;AMV;3;CPFTZA;AGOCIM;BRASIL;0;3,31;16:55;21/FEV/2023;MOTO-AQUÁTICA ;INTERIOR;ESPORTE E RECREIO;MOTOR;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-2,88333333;-40,83944444;0;1;0;141M2020000830;FIBRA;
04_2023;SANAVE   VI;4;CFAREM;CFAREM;BRASIL;417;55;02:00;17/FEV/2023;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;NAUFRÁGIO;-0,55000000;-55,06805556;0;0;0;21022597;AÇO;
003_2023;SEM   NOME;9;CFINGA;CFINGA;BRASIL;NÃO INSCRITA;A SER APURADO;23:00;05/MAR/2023;FLUTUANTE;INTERIOR;SEM ATIVIDADE DEFINIDA;SEM PROPULSÃO;QUEDA DE PESSOAS NA ÁGUA;-3,73333333;-69,42083333;0;0;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI
03_2023;PEIXOTO;5;DELUNA;DELUNA;BRASIL;0;3,31;15:00;11/MAR/2023;MOTO-AQUÁTICA ;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO ;-4,01666667;-48,61388889;1;1;0;443M2022001952;FIBRA;
15_2023;CORUMI;1;CPRIOJ;AGPRTI;BRASIL;8,3;9,2;22:30;10/MAR/2023;VELEIRO;INTERIOR;ESPORTE E RECREIO;MOTOR;ÁGUA ABERTA;-23,21666667;-44,70416667;0;0;0;4010670991;FIBRA;
16_2023;HORIZONTE    AZUL  -  YAPONCHA    II;1;CPRIOJ;AGPRTI;BRASIL;26;15;22:30;10/MAR/2023;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MISTA;ABALROAMENTO;-23,21666667;-44,70694444;0;0;0;3825415546;FIBRA;
4_2023;KAINAAGUA;8;CPFTPR;CPFTPR;BRASIL;0;7,55;11:40;11/MAR/2023;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO ;-20,08333333;-47,42277778;1;0;0;4054137229;FIBRA;
5_2023;SEM   NOME;8;CPFTPR;CPFTPR;BRASIL;NÃO INSCRITA;A SER APURADO;21:00;11/MAR/2023;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-20,60000000;-51,07722222;1;1;0;NÃO INSCRITA;ALUMÍNIO;
03_2023;SEA  CHAMPION;8;CPAGUA;CPAGUA;GR ÉCIA;28,171;189;7:45;10/MAR/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;-1,56666667;-48,31750000;0;0;0;SOLAS -IMO  9299915;AÇO;
08_2023;LONDON   12;5;DLSFSL;DLSFSL;LIBÉRIA;43,158;228,99;14:57;11/MAR/2023;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ENCALHE;-2,18333333;-48,62000000;0;0;0;SOLAS -IMO  9442756;AÇO;
04_2023;SERÁFICO   NÓBREGA   -  OUTRAS;9;CFPVEL;CFPVEL;BRASIL;48;16,7;10:00;10/MAR/2023;REBOCADOR/EMPURRADO;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;8,61666667;-63,56666667;0;0;0;10206591;AÇO;
17_2023;PAULO   VITOR   IV;1;CPRIOJ;CPRIOJ;BRASIL;94;22,9;07:40;15/MAR/2023;TRAINEIRA;CABOTAGEM;PESCA;MOTOR;ÁGUA ABERTA;-23,03333333;-43,00805556;0;0;0;4430082154;MADEIRA;NÃO POSSUI
007_2023;MSC  SEASHORE;3;CPCEIO;CPCEIO;MALTA;170,412;339;05:00;14/MAR/2023;NM DE PASSAGEIROS;LONGO-CURSO;PASSAGEIROS;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-11,06666667;-36,05083333;0;0;1;SOLAS -IMO  9843792;AÇO;
07_2023;COMANDANTE     DEGAS;4;CPBLEM;CPBLEM;BRASIL;19;19;16:30;14/MAR/2023;BARCO;INTERIOR;CARGA;MOTOR;INCÊNDIO;-1,21666667;-48,80527778;0;0;0;210272708;MADEIRA;NÃO POSSUI
07_2023;ASTRO   SOL  I;5;CPGRAN;CPGRAN;BRASIL;85;21,21;19:00;16/MAR/2023;BARCO;CABOTAGEM;PESCA;MOTOR;COLISÃO ;-8,18333333;-52,08277778;0;0;0;4430119911;A SER APURADO;
05_2023;SEM   NOME;5;CFALEG;CFALEG;BRASIL;A SER APURADO;A SER APURADO;00:18;26/FEV/2023;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;EMBORCAMENTO;-6,35000000;-51,05916667;0;0;0;A SER APURADO;A SER APURADO;
12_2023;SEM   NOME;9;CPNAUS;AGTINS;BRASIL;NÃO INSCRITA;5;8:00;08/MAR/2023;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-2,46666667;-57,03138889;0;0;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI
13_2023;WALDEMIRO    LUSTOZA   III;9;CPNAUS;AGTINS;BRASIL;81;18,5;10:38;15/MAR/2023;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-3,15000000;-58,43361111;0;0;0;10213082;AÇO;
14_2023;ECOBALSA   XVIII  -  RAS  III;1;CPRIOJ;CPRIOJ;BRASIL;4,29;9,7;10:05;10/MAR/2023;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-23,00000000;-43,33277778;0;0;0;3813907961;FIBRA;
03_2023;SEM   NOME;6;CFCUIA;AGCAGE;BRASIL;A SER APURADO;A SER APURADO;se:r ;A /purado/ ;FLUTUANTE;INTERIOR;A SER APURADO;SEM PROPULSÃO;QUEDA DE PESSOAS NA ÁGUA;-12,40000000;-56,99638889;1;0;0;A SER APURADO;A SER APURADO;
10_2023;FPSO   ESP ÍRITO  SANTO;1;CPVITO;CPVITO;BAHAMAS;13,816;316,17;2:40;26/JAN/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;MOTOR;INCÊNDIO;-21,20000000;-39,74472222;0;0;0;341E001015;AÇO;
11_2023;P-58;1;CPVITO;CPVITO;ILHAS MARSHALL;155,33;330;3:10;08/MAR/2023;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;SEM PROPULSÃO;INCÊNDIO;-21,20000000;-39,66638889;0;0;0;AIT  461E000971;AÇO;
12_2023;JANDIRA;1;CPVITO;CPVITO;BRASIL;1,7;6,8;9:00;19/MAR/2023;BOTE;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-20,61666667;-40,38833333;0;1;0;3420047681;MADEIRA;NÃO POSSUI
14_2023;DEUS   É  VITÓ RIA;9;CPNAUS;AGTEFE;BRASIL;98;23,75;23:55;19/MAR/2023;BARCO;INTERIOR;PASSAGEIROS E CARGA;MOTOR;NAUFRÁGIO;-3,33333333;-64,70861111;0;0;0;90004213;MADEIRA;NÃO POSSUI
07_2023;BIG  SEVEN;1;DLANGR;DLANGR;BRASIL;18,4;15,5;  :DE;17/FEVERIRO;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,01666667;-44,33916667;0;0;0;3826686853;FIBRA;
16_2023;SKANDI   VITÓRIA;1;CPMCAE;CPMCAE;BRASIL;15,183;150,2;19:51;24/MAR/2023;SUPPLY;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇOS;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,45000000;-40,02777778;0;1;0;3813876535;AÇO;
3_2023;DONA   ILZA   -  REI  DE  PORTO   - MY  WAY;2;DLSEGU;DLSEGU;BRASIL;23,08;117,29;7:00;25/JAN/2023;REBOCADOR/EMPURRADO;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-16,45000000;-39,06194444;0;0;0;2930059664;AÇO;
02_2023;O  BOTO;3;CPSSOA;CPSSOA;BRASIL;NÃO INSCRITA;A SER APURADO;-1:00;23/MAR/2023;BOTE;INTERIOR;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-6,88333333;-34,58750000;0;2;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI
