Nº DE IAFN;NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);HORA;DATA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG DEC;VF;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO;POLUIÇÃO
03_2022;MUNDIAL BARGE  8 III - LAGUNA V -  CAMARÃO;5;DELUNA;DELUNA;BRASIL;5;8,07;16:50;17/MAR/2022;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-28,49861111;-48,77222222;0;0;0;4418919562;AÇO;;
19_2022;ATLAS S;4;CPSTNA;CPSTNA;PANAMÁ;21,483;117;19:00;14/MAR/2022;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;0,08527778;-50,96666667;0;0;0;SOLAS-IMO 9491575;AÇO;;
005_2022;DOM MORIM - MARIA  LUIZA X;3;CPCEIO;CPCEIO;BRASIL;0;3,37;11:00;16/MAR/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-8,98833333;-35,18833333;0;0;0;41M2012001919;FIBRA;;
04_2022;TUBARÃO;3;CPFTZA;CPFTZA;BRASIL;NÃO INSCRITA;28;9:13;11/MAR/2022;BARCO;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;-3,36722222;-37,66777778;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
6_2022;ZIP JET;1;DLRUCA;DLRUCA;BRASIL;0;3,22;18:30;20/MAR/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;VARAÇÃO;-23,07500000;-43,88666667;0;0;0;382M2009001541;FIBRA;;
08_2022;CS CAPRICE;1;CPVITO;CPVITO;BAHAMAS;19,972;178,7;13:05;18/MAR/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-19,86555556;-39,96694444;0;0;0;SOLAS-IMO 9406104;AÇO;;
09_2022;BRANDÃO IV;1;CPVITO;CPVITO;BRASIL;0;3,45;14:19;20/MAR/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-20,83472222;-40,03055556;0;1;0;341M2022000141;FIBRA;;
12_2022;SEM NOME;4;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;5;12:20;08/MAR/2022;CANOA;INTERIOR;SEM  ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-2,24916667;-55,16694444;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
002_2022;SEM NOME;7;CFGOIA;CFGOIA;BRASIL;NÃO INSCRITA;3,36;14:00;13/MAR/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-13,64777778;-48,95416667;1;0;0;NÃO INSCRITA;FIBRA;;
20_2022;INVENCÍVEL - DONA  TEL E OUTRAS;4;CPSTNA;CPSTNA;BRASIL;49;15;21:05;20/MAR/2022;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;-0,85777778;-52,53694444;0;0;0;021-025649-4;AÇO;;
15-A/2022;TAHITI ONE;8;CPSANT;CPSANT;MALTA;44,229;229,02;23:20;01/MAR/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;RUPTURA DE CABOS;-23,08500000;-46,31444444;0;0;0;SOLAS-IMO 9597032;AÇO;;
06_2022;BABYCASSIOPEIA;4;CPLUIZ;CPLUIZ;PANAMÁ;A SER APURADO;240;4:40;16/MAR/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;DEFECIÊNCIA NA EMBARCAÇÃO;-2,55666667;-44,37861111;0;0;0;SOLAS-IMO 9478846;AÇO;;
13_2022;Domingos Acatauassu Nunes;4;CPBLEM;CPBLEM;BRASIL;675;49,9;4:00;23/MAR/2022;FERRY-BOAT;INTERIOR;PASSAGEIROS E CARGA;MOTOR;COLISÃO;-1,20138889;-48,50916667;0;0;0;21023926;AÇO;;
05_2022;CATARINA;5;CFALEG;CFALEG;BRASIL;3;7,18;13:00;20/MAR/2022;VELEIRO;INTERIOR;ESPORTE E RECREIO;MISTA;ENCALHE;-29,93444444;-52,33194444;0;0;0;4620216437;FIBRA;;
15_2022;AMAZON STAR -  LUCIA MARIA;4;CFAREM;CFAREM;BRASIL;1,264;66,22;1:15;19/MAR/2022;BARCO;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ABALROAMENTO;-2,42388889;-54,69777778;0;0;0;A SER APURADO;AÇO;;
14_2022;SEM NOME;4;CFAREM;CFAREM;BRASIL;0;7;22:00;14/MAR/2022;LANCHA;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;NAUFRÁGIO;-2,40277778;-54,72583333;0;0;0;NÃO INSCRITA;ALUMÍNIO;;
07_2022;Manta;1;DLRUCA;DLRUCA;BRASIL;13,92;12,50;3:00;20/MAR/2022;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;VELA;NAUFRÁGIO;-22,95944444;-44,04583333;0;0;0;4420151617;MADEIRA;NÃO POSSUI;
10_2022;MEU BEM XX;1;CPRIOJ;CPRIOJ;BRASIL;0;3,6;18:20;25/MAR/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-22,92444444;-43,11500000;0;0;0;381M20130001342;FIBRA;;
5_2022;HARMONYA;5;DLSFSL;DLSFSL;BRASIL;0,10;10,9;18:30;17/MAR/2022;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MISTA;AVARIA DE GOVERNO;-26,20111111;-48,28638889;0;0;0;4620793370;FIBRA;;
04_2022;MUNDIAL BARGE 8  III;5;DELUNA;DELUNA;BRASIL;5;8,07;16:50;17/MAR/2022;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;DEFICIÊNCIA NA AMARRAÇÃO OU FUNDEIO;-28,49861111;-48,77222222;0;0;0;4418919562;AÇO;;
19-A/2022;VELEJAR É VIDA;8;CPSANT;CPSANT;BRASIL;0;13,3;12:50;18/MAR/2021;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MISTA;DERIVA DA EMBARCAÇÃO;-24,29888889;-45,94555556;0;0;0;4620148318;FIBRA;;
18-A/2022;PINDUCA;8;CPSANT;CPSANT;BRASIL;1;8,7;10:00;12/MAR/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;DERIVA DA EMBARCAÇÃO;-24,27694444;-46,31222222;0;0;0;4215543878;FIBRA;;
13-A/2022;FB-11;8;CPSANT;CPSANT;BRASIL;299;47,74;20:40;15/FEV/2022;BALSA;INTERIOR;PASSAGEIROS;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-23,98888889;-46,29083333;0;0;0;4010090278;AÇO;;
14-A/2022;REVENGER;8;CPSANT;CPSANT;ILHAS MARSHALL;23,426;180;22:40;23/FEV/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-23,96555556;-46,30194444;0;1;0;SOLAS-IMO 9467548;AÇO;;
17-A/2022;BARRAMUNDI;8;CPSANT;CPSANT;ILHAS MARSHALL;54,043;228,4;0:30;11/MAR/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;AVARIA NA CARGA;-23,94694444;-46,31222222;0;0;0;SOLAS-IM0  9813113;AÇO;;
20-A/2022;MAIPO;8;CPSANT;CPSANT;LIBÉRIA;75,752;305,6;20:18;20/MAR/2022;NM PORTA-CONTENTOR;LONGO-CURSO;CARGA;MOTOR;ENCALHE;-23,99388889;-46,30027778;0;0;0;SOLAS-IM0  9400083;AÇO;;
21-A/2022;DOMINATOR;8;CPSANT;CPSANT;LIBÉRIA;36,176;199,98;9:25;19/MAR/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-24,02777778;-46,32972222;0;1;0;SOLAS-IMO 9894791;AÇO;;
22-A/2022;LUSO VIII;8;CPSANT;CPSANT;BRASIL;74;20;12:28;19/MAR/2022;REBOCADOR;CABOTAGEM;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-23,94055556;-46,30750000;0;0;0;4019972966;AÇO;;
06_2022;TÂNIA;8;DLTIAO;DLTIAO;BRASIL;A SER APURADO;A SER APURADO;17:40;14/MAR/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-23,74111111;-45,35000000;1;0;0;A SER APURADO;A SER APURADO;;
07_2022;EAGLE  PARAIBA;8;DLTIAO;DLTIAO;MALASIA;62,912;244,75;9:00;29MAR/2022;NM PETROLEIRO;LONGO-CURSO;CARGA;MOTOR;MORTE DE PESSOAS;-22,56638889;-41,18027778;1;0;0;SOLAS-IMO 334438;AÇO;;
03_2022;MESTRE ALIPIO;2;CPCAJU;CPCAJU;BRASIL;A SER APURADO;19,61;7:15;28/MAR/2022;ESCUNA;INTERIOR;PASSAGEIROS;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;-10,90444444;-37,03972222;0;0;0;2810275327;MADEIRA;NÃO POSSUI;
4A/2022;MORENA;1;DLFURN;DLFURN;BRASIL;3;7,9;5:00;26/MAR/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-20,59916667;-45,61250000;0;0;0;4418902406;FIBRA;;
10_2022;SAPURA TOPÁZIO;1;CPVITO;CPVITO;PANAMÁ;18,098;145-97;12:19;19/MAR/2022;OUTRAS EMBARCAÇÕES;APOIO-MARÍTIMO;CARGA;MOTOR;COLISÃO;-20,32194444;-40,32305556;0;0;0;381E010406;AÇO;;
11_2022;JOÃO FELIPE -  MIZUNO I;1;CPRIOJ;CPRIOJ;BRASIL;0;3,36;18:50;27/MAR/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-23,15638889;-43,29694444;0;1;0;381M2017002624;FIBRA;;
12_2022;LUCAS MAR - A SER APURADO;1;CPRIOJ;CPRIOJ;BRASIL;11,7;15;2:00;26/MAR/2022;BARCO;CABOTAGEM;PESCA;MOTOR;ABALROAMENTO;-23,56666667;-43,10000000;0;0;0;3877041167;MADEIRA;NÃO POSSUI;
13_2022;ABSOLUT;1;CPRIOJ;AGPRITI;BRASIL;13,51;12,4;3:20;01/ABR/2022;ESCUNA;INTERIOR;PASSAGEIROS;MOTOR;ÁGUA ABERTA;-23,22472222;-44,71166667;0;0;0;38688888198  7;MADEIRA;NÃO POSSUI;
13_2022;JME;4;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;7;21:00;14/MAR/2022;EMPURRADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-2,41777778;-54,71750000;0;0;0;NÃO INSCRITA;AÇO;;
04_2022;BEATNIK;5;CFALEG;CFALEG;BRASIL;15,4;9,4;12:30;13/MAR/2022;OUTRAS EMBARCAÇÕES;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-30,09527778;-51,25416667;0;0;0;4620819778;FIBRA;;
05_2022;COSTAMAR BP;3;CPFTZA;CPFTZA;BRASIL;49;14,9;7:54;21/MAR/2022;BARCO;CABOTAGEM;PESCA;MOTOR;DESAPARECIMENTO DE PESSOAS;-2,70888889;-39,81944444;0;0;1;1630048879;MADEIRA;NÃO POSSUI;
06_2022;DREAMER;3;CPCIFE;CPCIFE;BRASIL;0;11,8;23:00;29/MAR/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;DEFICIÊNCIA NA AMARRAÇÃO OU FUNDEIO;-3,83138889;-32,40250000;0;0;0;2210147948;FIBRA;;
10_2022;KONA;5;CPFPOL;CPFPOL;BRASIL;2,65;6,39;19:20;26/MAR/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-27,52555556;-48,40305556;0;0;0;4418922873;FIBRA;;
6_2022;CORUMBÁ;5;DLSFSL;DLSFSL;BRASIL;181;28;19:00;23/MAR/2022;REBOCADOR;CABOTAGEM;REBOCADOR/EMPURRADOR;MOTOR;DERIVA DA EMBARCAÇÃO;-26,24333333;-48,64555556;0;0;0;2410002307;AÇO;;
06_2022;TRF MONGSTAD;5;CPGRAN;CPGRAN;ILHAS MARSHALL;23,676;184,06;2:50;30/MAR/2022;NM PETROLEIRO;LONGO-CURSO;CARGA;MOTOR;COLISÃO;-32,18777778;;0;0;0;SOLAS-IMO 9732814;AÇO;;
09_2022;PIQUIRI -  TOPA TUDO XXVII;8;CPAGUA;CPAGUA;BRASIL;290;38,4;19:30;27/MAR/2022;FERRY-BOAT;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ABALROAMENTO;-25,85472222;-48,57000000;0;0;0;4210197289;AÇO;;
05_2022;HAOLE;5;DELUNA;DELUNA;BRASIL;0,01;6,8;5:35;02/ABR/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-29,32472222;-49,71166667;0;0;0;4430109494;FIBRA;;
06_2022;DANAINA;3;CPFTZA;CPFTZA;BRASIL;0;4,9;12:00;29/MAR/2022;JANGADA;INTERIOR;PESCA;VELA;EMBORCAMENTO;-3,69666667;-38,50583333;0;0;0;161M2009000568;MADEIRA;NÃO POSSUI;
08_2022;UNDINE I;8;DLTIAO;DLTIAO;BRASIL;A SER APURADO;13,1;20:00;30/ABR/2022;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MISTA;COLISÃO;-23,77944444;-45,37277778;0;0;0;3826680049;FIBRA;;
04_2022;DENO TATTOO;2;CPCAJU;CPCAJU;BRASIL;0;3,15;14:56;03/ABR/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;COLISÃO;-11,08694444;-37,15500000;1;1;0;401M2008001041;FIBRA;;
11_2022;ARACU -  JMS CARVALHO  II - NAVEBRAN  X;9;CPNAUS;CPNAUS;BRASIL;19;14,50;2:30;02/ABR/2022;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;-3,13861111;-58,48527778;0;0;0;140010343;MADEIRA;NÃO POSSUI;
14_2022;Lívia Marília;4;CPBLEM;CPBLEM;BRASIL;94;25,66;12:00;01/ABR/2022;BARCO;INTERIOR;PASSAGEIROS;MOTOR;DERIVA DA EMBARCAÇÃO;-1,16027778;-48,56055556;0;0;0;210320214;ALUMÍNIO;;
07_2022;PETROBRAS XIX;1;CPMCAE;CPMCAE;PANAMÁ;22,589;102;1:50;03/ABR/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,39194444;-40,05416667;0;1;0;387E000496;AÇO;;
2_2022;ITACOATIARA;1;DLCABO;DLCABO;BRASIL;17;12,2;14:00;02/ABR/2022;TRAINEIRA;INTERIOR;PASSAGEIROS E CARGA;MOTOR;ENCALHE;-22,98805556;-42,01277778;0;0;0;3840174309;MADEIRA;NÃO POSSUI;
21_2022;LENI SELMER;4;CPSTNA;CPSTNA;ILHAS MARSHALL;23,432;180;20:55;06/ABR/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;0,05138889;-50,99861111;0;0;0;SOLAS-IMO9474280;AÇO;;
14_2022;AMY CHOUEST;1;CPRIOJ;CPRIOJ;VANUATU;1,978;66,42;23:45;03/ABR/2022;SUPPLY;APOIO-MARÍTIMO;CARGA;MOTOR;INCÊNDIO;-22,84888889;-43,13000000;0;0;0;443E000671;AÇO;;
006_2022;DIAMOND;7;CPFBRA;CPFBRA;BRASIL;152,96;21,3;17:00;10/ABR/2022;OUTRAS EMBARCAÇÕES;INTERIOR;ESPORTE E RECREIO;MOTOR;ENCALHE;-15,78416667;-47,84888889;0;0;0;A SER APURADO;AÇO;;
08_2022;PETROBRAS 56;1;CPMCAE;CPMCAE;ILHAS MARSHALL;63,043;125;13:50;10/ABR/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE COM PESSOAS EM GERAL A BORDO;-22,62333333;-39,98888889;0;1;0;382E000307;AÇO;;
06_2022;Continental IV  - Porto CIAGRAM;9;CFPVEL;CFPVEL;BRASIL;106;28,02;7:30;01/ABR/2022;DRAGA;INTERIOR;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ABALROAMENTO;-7,48666667;-63,02500000;0;0;0;221007067C8;AÇO;;
12_2022;M.  GOMES;9;CPNAUS;CPNAUS;BRASIL;223;29,16;20:00;10/ABR/2022;BARCO;INTERIOR;PASSAGEIROS E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-3,15694444;-60,03055556;0;0;1;11442948;AÇO;;
07_2022;LUCIANO IL;3;CPCIFE;CPCIFE;BRASIL;10;11,3;7:30;14/ABR/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;AVARIA DE MÁQUINAS;-3,83472222;-32,40138889;0;0;0;2210164834;FIBRA;;
007_2022;GUERRA -  DA ROCHA;3;CPCEIO;CPCEIO;BRASIL;0;3,22;10:00;09/ABRIL/20;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-9,62027778;-35,29055556;0;0;0;221M2022000151;FIBRA;;
08_2022;ESPERANÇA  FERA;3;CPFTZA;CPFTZA;BRASIL;50;11,10;19:45;07/ABR/2022;BOTE;CABOTAGEM;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-2,87777778;-40,84916667;1;0;0;1610051866;MADEIRA;NÃO POSSUI;
07_2022;ESPARTAGOS;3;CPFTZA;CPFTZA;BRASIL;36;14,37;6:00;05/ABR/2022;BOTE;CABOTAGEM;PESCA;MOTOR;MORTE DE PESSOAS;-1,50000000;-41,33333333;1;0;0;1410112811;MADEIRA;NÃO POSSUI;
23_2022;PUNTA;4;CPSTNA;CPSTNA;CROÁCIA;30,092;198;0:00;13/ABR/2022;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;-3,12250000;-60,08805556;0;0;0;SOLAS-IMO 9606118;AÇO;;
22_2022;EDL - EDL XXXVI -  EDL XXXVII;4;CPSTNA;CPSTNA;BRASIL;81;16,8;17:00;11/ABR/2022;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;-0,27194444;-64,43138889;0;0;0;001-021719-3;AÇO;;
17_2022;Abtenauer;4;CPBLEM;CPBLEM;ILHAS MARSHALL;14,163;180;21:05;09/ABR/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;-1,06138889;-48,47722222;0;0;0;SOLAS-IMO 9655212;AÇO;;
7_2022;AMBER  L;5;DLSFSL;DLSFSL;LIBÉRIA;25,955;185,73;21:30;11/ABR/2022;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-26,24638889;-48,63305556;0;0;0;SOLAS-IMO 19839;AÇO;;
15_2022;Dona Lurdes II -  Beija Flor;4;CPBLEM;CPBLEM;BRASIL;38;21;23:00;08/ABR/2022;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-1,04333333;-48,95055556;0;0;0;50070843;ALUMÍNIO;;
16_2022;Isabelle  Valentina - A SER APURADO;4;CPBLEM;CPBLEM;BRASIL;95;28,09;2:00;07/ABR/2022;BARCO;INTERIOR;PASSAGEIROS;MOTOR;ABALROAMENTO;-1,54888889;-49,18333333;1;0;0;211032875;ALUMÍNIO;;
15_2022;SEM NOME;1;CPRIOJ;CPRIOJ;BRASIL;NÃO INSCRITA;A SER APURADO;#VALOR!;Nae do dia ;A SER APURADO;INTERIOR;SEM  ATIVIDADE DEFINIDA;A SER APURADO;NAUFRÁGIO;-22,82305556;-43,13388889;3;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
06_2022;SEM NOME;3;CPCEIO;CPCEIO;BRASIL;A SER APURADO;A SER APURADO;11:00;09/ABR/2022;A SER APURADO;INTERIOR;A SER APURADO;MOTOR;ENCALHE;-10,52166667;-36,41611111;0;0;0;A SER APURADO;MADEIRA;NÃO POSSUI;
24_2022;BOM JESUS;4;CPSTNA;CPSTNA;BRASIL;81;23,89;#VALOR!;44;BARCO;INTERIOR;PASSAGEIROS E CARGA;MOTOR;DESAPARECIMENTO DE EMBARCAÇÃO;-0,14055556;-49,68250000;0;0;0;023-091833-6;MADEIRA;NÃO POSSUI;
7_2022;BUSCAPÉ FAMILY;1;DLCABO;DLCABO;BRASIL;3,68;8,82;9:00;19/ABR/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;EXPLOSÃO;-22,88361111;-42,00527778;0;4;0;4030253369;FIBRA;;
05_2022;ARISCA X;2;CPSALV;CPSALV;BRASIL;6;8,6;#VALOR!;16/ABR/202;LANCHA;INTERIOR;PASSAGEIROS;MOTOR;AVARIA DE MÁQUINAS;-13,34722222;-38,95000000;0;0;0;2810230749;FIBRA;;
11_2022;MAERSK KALEA;1;CPVITO;CPVITO;SINGAPURA;25,507;173;7:40;15/ABR/2022;NM PETROLEIRO;CABOTAGEM;CARGA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-20,36777778;-40,16194444;0;1;0;SOLAS IMO 281E002037;AÇO;07/06/2022;
07_2022;Bertolini DXXXV - Bertolini CLXXIII - Bertolini CCXLIX;9;CFPVEL;CFPVEL;BRASIL;1,242;62;5:00;03/ABR/2022;BALSA;INTERIOR;CARGA;MOTOR;EXPOR A RISCO;-8,73500000;-63,92555556;0;0;0;230938396;AÇO;;
18_2022;Comte Neyres;4;CPBLEM;CPBLEM;BRASIL;3;8;13:00;03/ABR/2022;BARCO;INTERIOR;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-0,79333333;-48,17194444;1;0;0;211013471;MADEIRA;NÃO POSSUI;
08_2022;DOIS IRMÃOS;4;CPLUIZ;CPLUIZ;BRASIL;NÃO INSCRITA;A SER APURADO;#VALOR!;A PURADO/AB;BARCO;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;;;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI;
12_2022;AQUARIUS S;5;DCPJAI;DCPJAI;BRASIL;68;21,20;23:30;04/ABR/2022;BARCO;CABOTAGEM;PESCA;MOTOR;MORTE DE PESSOAS;;;1;0;0;4010116901;MADEIRA;NÃO POSSUI;
10_2022;LASKABOLSO;8;CPAGUA;CPAGUA;BRASIL;3,20;5;13:30;15/ABR/2022;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-25,49972222;-48,51861111;0;1;0;421M2001044691;ALUMÍNIO;;
25_2022;REBELO XXXIV -  ESTAMAM 487 - C.V.R.A 02;4;CPSTNA;CPSTNA;BRASIL;80;19,9;15:35;21/ABR/2022;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;-0,01166667;-51,20416667;0;0;0;021-026081-5;AÇO;;
003_2022;SEM NOME;6;CPUMBA;CPUMBA;BRASIL;NÃO INSCRITA;5,87;21:00;22/ABR/2022;BOTE;INTERIOR;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-22,11722222;-52,41944444;1;0;0;NÃO INSCRITA;ALUMÍNIO;A SER APURADO;
23-A/2022;AMUNI;8;CPSANT;CPSANT;BRASIL;3,4;9,07;14:00;26/MAR/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;COLISÃO;-23,98638889;-46,03000000;0;0;0;4019907897;FIBRA;;
8_2022;BARLAVENTO;1;DLCABO;DLCABO;BRASIL;2,7;8,36;9:00;22/ABR/2022;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;ENCALHE;-22,94138889;-42,02777778;0;1;0;4210216364;FIBRA;27/09/2022;
25-A/2022;FABIANA XXVII;8;CPSANT;CPSANT;BRASIL;8,6;12;1:45;05/ABR/2022;LANCHA;APOIO-MARÍTIMO;PASSAGEIROS E CARGA;MOTOR;ACIDENTE COM PESSOAS EM GERAL A BORDO;-23,87194444;-46,37138889;0;1;0;4010466707;MADEIRA;NÃO POSSUI;
24-A/2022;FABIANA XXI  - S2 LIMPA MAR;8;CPSANT;CPSANT;BRASIL;0;12,50;16:05;26/MAR/2022;LANCHA;APOIO-MARÍTIMO;PASSAGEIROS E CARGA;MOTOR;ABALROAMENTO;-23,94527778;-23,94527778;0;0;0;4010814632;MADEIRA;NÃO POSSUI;
17_2022;BELLA BARRA;1;CPRIOJ;CPRIOJ;BRASIL;1;7,9;18:20;23/ABR/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;AVARIA DE GOVERNO;-23,01583333;-43,29694444;0;0;0;3840173736;FIBRA;;
16_2022;ORCA I;1;CPRIOJ;AGPRITI;BRASIL;4,04;9,4;15:30;23/ABR/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,18833333;-44,57888889;0;0;0;3868899995;FIBRA;;
11_2022;UNLIKE;1;DLANGR;DLANGR;BRASIL;13,41;12,22;12:22;05/MAR/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;EXPOR A RISCO;-23,01805556;-44,43972222;0;0;0;3813870901;FIBRA;;
09_2022;Keep Calm;1;CPMCAE;CPMCAE;BRASIL;3,12;8,36;15:30;24/ABR/2022;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-22,38777778;-41,72500000;0;0;0;3813887791;FIBRA;;
06_2022;SHI ZI FENG;5;DELUNA;DELUNA;BRASIL;32,692;189;18:35;23/ABR / 20;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-48,61166667;-48,61166667;0;0;0;SOLAS-IMO 9617466;AÇO;;
003_2022;SEM NOME;7;CFGOIA;CFGOIA;BRASIL;NÃO INSCRITA;5;17:30;22/ABR/2022;OUTRAS EMBARCAÇÕES;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-14,89444444;-49,28000000;1;0;0;NÃO INSCRITA;ALUMÍNIO;;
10_2022;SSV VICTORIA;1;CPMCAE;CPMCAE;LIBÉRIA;41,160;117,9;14:26;16MAR/2022;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTE DE MERGULHO;-22,28333333;-40,03333333;0;0;0;381E006271;AÇO;;
08_2022;Mazze Runner -CANCAN;9;CFPVEL;CFPVEL;BRASIL;0;3,32;18:00;24/ABR/2022;MOTO -  AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-8,83944444;-63,67305556;0;0;0;003M2021000826;FIBRA;;
