Nº DE IAFN;NOME;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);HORA;DATA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG EM DEC;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
08_2021;DRUMARIM - JOÃO PIRES II;CPVITO;CPVITO;BRASIL;1,4;6,2;14:00:00;13/fev/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-20,32472222;-40,35166667;0;0;3410141499;MADEIRA;
02_2021;SEM NOME;CFCUIA;CFCUIA;BRASIL;A SER APURADO;A SER APURADO;14:45:00;13/fev/21;BOTE;A SER APURADO;A SER APURADO;MOTOR;ABALROAMENTO;-16,29527778;-55,9825;0;0;A SER APURADO;ALUMÍNIO;
11_2021;PETROBRAS 48;CPMCAE;CPMCAE;PANAMÁ;135729;320,8;13:35:00;20/fev/21;PLATAFORMA;LONGO - CURSO;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTES COM PESSOAS EM GERAL A BORDO;-22,66194444;-40,06694444;1;0;382000129;AÇO;
02_2021;BRINCO;CPSALV;CPSALV;BRASIL;56;24;09:00:00;20/fev/21;BARCO;LONGO - CURSO;PESCA;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;-11,74166667;-37,46416667;0;0;210186631;MADEIRA;
02_2021;GURUÇA CAT;CPCIFE;CPCIFE;BRASIL;14,6;16,25;23:45:00;14/fev/21;OUTRAS EMBARCAÇÕES;LONGO - CURSO;ESPORTE E RECREIO;MOTOR;MÁ ESTIVAÇÃO DA CARGA;-9,26666667;-32,63333333;0;0;3826673832;MADEIRA;
03_2021;HILLESHEIM;CPFPOL;CPFPOL;BRASIL;29;17,59;18:00:00;14/fev/21;LANCHA;LONGO - CURSO;ESPORTE E RECREIO;MOTOR;ENCALHE;-27,37388889;-48,53916667;0;0;4418897160;FIBRA;
07_2021;SEMPRE JUNTOS I;DLANGR;DLANGR;BRASIL;9,7;11;08:45:00;17/fev/21;LANCHA;LONGO - CURSO;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,2175;-44,35527778;0;0;3810460753;FIBRA;
02_2021;SERAFINA / JOÃO EUDES;CPFTZA;CPFTZA;EUA;18;13,35;16:00:00;13/fev/21;VELEIRO;LONGO - CURSO;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-79,75;-38,03611111;0;0;631558;FIBRA;
04_2021;FANTÁSTICO V;CPFPOL;CPFPOL;BRASIL;38;13,4;15:00:00;18/fev/21;ESCUNA;INTERIOR;PASSAGEIRO;MOTOR;MORTE DE PESSOA;-27,51611111;-48,42527778;0;0;4418922601;MADEIRA;
13-A_2021;FORTE;CPSANT;CPSANT;BRASIL;0;3,36;13:51:00;08/fev/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-24,19;-46,7925;1;0;403M2014002991;FIBRA;
14-A_2021;SEINE;CPSANT;CPSANT;HOLANDA;5291;105;10:45:00;06/jan/21;DRAGA;APOIO-MARITIMO;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;COLISÃO;-23,99305556;-46,32083333;0;0;7726847;AÇO;
11_2021;SEM NOME;CPSTNA;CPSTNA;BRASIL;A SER APURADO;A SER APURADO;19:48:00;08/fev/21;A SER APURADO;INTERIOR;A SER APURADO;MOTOR;EMPREGO DA EMBARCAÇÃO EM ILÍCITO PENAL OU FAZENDÁRIO;0,01805556;-50,98444444;0;0;A SER APURADO;A SER APURADO;
4_2021;BARBOSA  FILHO II;CPNATL;CPNATL;BRASIL;6;8,35;01:40:00;21/fev/21;BOTE;CABOTAGEM;PESCA;MOTOR;NAUFRÁGIO;-5,41666667;-34,96666667;0;0;1810033861;MADEIRA;
04_2021;BARRAQUEIRO;CPLUIZ;CPLUIZ;BRASIL;31;19,72;14:45:00;22/fev/21;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;AVARIA DE MÁQUINAS;-2,45194444;-44,36722222;0;0;1210119072;MADEIRA;
03_2021;SOB PRESSÃO;CPCIFE;CPCIFE;BRASIL;0;9,25;10:30:00;19/fev/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-7,63888889;-34,81666667;0;0;2210150523;FIBRA;
05_2021;LADYANA;CPFPOL;CPFPOL;BRASIL;41,5;18,05;17:00:00;21/fev/21;LANCHA;LONGO - CURSO;ESPORTE E RECREIO;MOTOR;COLISÃO;-27,38083333;-48,52694444;0;0;4420202815;FIBRA;
02_2021;SEM NOME;CFATOC;CFATOC;BRASIL;NÃO INSCRITA;NÃO INSCRITA;13:00:00;18/fev/21;CANOA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-8,13583333;-49,19972222;0;0;NÃO INSCRITA;MADEIRA;
08_2021;COMTE. JOEL II;CPBLEM;CPBLEM;BRASIL;18,6;13;14:55:00;23/fev/21;EMPURRADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-1,68972222;-50,48666667;0;0;210294671;AÇO;
07_2021;NORMAND SWIFT;CPRIOJ;CPRIOJ;ILHA  DO HOMEM;4.007.00;88,8;00:36:00;24/fev/21;SUPPLY;APOIO-MARITIMO;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;-22,86222222;-43,17777778;0;0;381E011496;AÇO;
01_2021;Jazzi;CPFTPR;CPFTPR;BRASIL;0,45;7,36;14:30:00;14/fev/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-20,02888889;-47,43805556;0;0;4054129498;FIBRA;
10_2021;MENINO DO RIO;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;NÃO INSCRITA;00:30:00;27/fev/21;BARCO;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;DERIVA  DA EMBARCAÇÃO;-1,14527778;-48,50833333;0;0;NÃO INSCRITA;MADEIRA;
01_2021;CONFIANÇA II;DLPIRA;DLPIRA;BRASIL;25;11,55;08:30:00;02/mar/21;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;AVARIA DE MÁQUINAS;-14,75277778;-43,93138889;0;0;9410466776;AÇO;
06_2021;JEAN FILHO XXII / CONAVE XV / JEANY SARON XVIII E OUTRAS;CFPVEL;CFPVEL;BRASIL;43;18;12:00:00;10/fev/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-8,6375;-63,895;0;0;10200835;AÇO;
05_2021;ASSIS IV;DLRUCA;DLRUCA;BRASIL;0;4,37;10:00:00;28/fev/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-22,9575;-43,96388889;0;0;383M2002001196;FIBRA;
12_2021;BAZANE;DLTIAO;DLTIAO;BRASIL;1,1;5,81;19:30:00;27/fev/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;2;0;4039154410;FIBRA;
03_2021;FUNCHAL III - ROCHA - TONI;DCPJAI;DCPJAI;BRASIL;28,4;15,55;14:00:00;02/jan/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-27,12694444;-48,52722222;0;0;961M2014000431;FIBRA;
16_2021;GOHAN;CPCIFE;CPCIFE;BRASIL;98;27,6;08:15:00;26/fev/21;BARCO;INTERIOR;CARGA;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;-55,35;-34,20083333;0;0;211030295;MADEIRA;
18_2021;ISOLDANA;CPSANT;CPSANT;NORUEGA;33,448;198,5;22:30:00;20/fev/21;NM  DE CARGA GERAL;LONGO - CURSO;CARGA;MOTOR;ACIDENTE COM ESTIVADOR;-23,96666667;-46,29916667;1;0;SOLAS-IMO 9186235;AÇO;
17_2021;TÔ NEM AÍ;CPSANT;CPSANT;BRASIL;0;3,22;13:00:00;19/fev/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-23,97694444;-46,39638889;0;0;401M2014004414;FIBRA;
16-A_2021;YM NAVIGATOR;CPSANT;CPSANT;PANAMÁ;43,008;228,99;11:30:00;16/fev/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;RUPTURA DE CABOS;-23,97527778;-46,28638889;0;0;SOLAS-IMO 9518191;AÇO;
15-A_2021;COVENTRY;CPSANT;CPSANT;LIBÉRIA;43,069;224,99;21:20:00;10/fev/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;ACIDENTE COM ESCADA DE PORTALÓ;-23,94194444;-46,31277778;0;0;SOLAS-IMO 9313307;AÇO;
19-A_2021;TIME TO TALK;CPSANT;CPSANT;BRASIL;18,2;13,9;15:20:00;22/fev/21;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MISTA;DERIVA  DA EMBARCAÇÃO;-24,04861111;-46,25527778;0;0;3830105487;AÇO;
03_2021;SUINDARA - VERA PASSEIOS;DLGUAI;DLGUAI;BRASIL;0;5,5;16:50:00;13/fev/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-22,66611111;-53,09222222;1;0;4022115807;ALUMÍNIO;
05_2021;MERCOSUL GUARANI;CPCIFE;CPCIFE;BRASIL;25,305;207,4;10:00:00;01/mar/21;NM  PORTA CONTENTOR;LONGO - CURSO;CARGA;MOTOR;ALAGAMENTO;-8,38777778;-34,95138889;0;0;SOLAS-IMO 9234135;ALUMÍNIO;
05_2021;SEM NOME;CPLUIZ;CPLUIZ;BRASIL;NÃO INSCRITA;7;09:00:00;01/mar/21;BOTE;INTERIOR;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-2,60194444;-44,01111111;0;1;NÃO INSCRITA;MADEIRA;
08_2021;DAY TRIPPER II;DLANGR;DLANGR;BRASIL;14;12,7;12:30:00;03/mar/21;OUTRAS EMBARCAÇÕES;CABOTAGEM;PASSAGEIRO;MOTOR;ACIDENTE DE MERGULHO;-23,22388889;-44,15861111;0;0;3826691083;FIBRA;
09_2021;DIAMANTE IV;CPBLEM;CPBLEM;BRASIL;33;19,3;12:30:00;27/fev/21;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;-1,46;-48,5075;0;0;11460415;ALUMÍNIO;
04_2021;AURIGA - BARTOLOMEU DIAS;CPFTZA;CPFTZA;BRASIL;250;24,47;22:40:00;04/mar/21;REBOCADOR;APOIO-MARITIMO;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-54,78333333;-38,80916667;0;0;3813874125;AÇO;
09_2021;SS JABURUNA;CPVITO;CPVITO;BRASIL;3,72;6,95;09:00:00;03/mar/21;LANCHA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;NAUFRÁGIO;-20,32722222;-40,30666667;0;0;3810299537;FIBRA;
08_2021;PETROBRAS 67;CPRIOJ;CPRIOJ;ILHAS MARSHALL;156,245;276;20:47:00;04/mar/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;INCÊNDIO;-25,32972222;-42,6925;0;0;381E011208;AÇO;
03_2021;YARA I;CPGRAN;CPGRAN;BRASIL;332;46,65;05:30:00;05/mar/21;ROLL-ON - ROLL-OFF;INTERIOR;PASSAGEIRO E CARGA;MOTOR;DEFICIÊNCIA NA EMBARCAÇÃO;-32,01111111;-52,04416667;0;0;4620169331;AÇO;
03_2021;SEM NOME;CPFOZU;CPFOZU;BRASIL;A SER APURADO;A SER APURADO;15:00:00;06/mar/21;A SER APURADO;INTERIOR;A SER APURADO;A SER APURADO;QUEDA DE PESSOAS NA ÁGUA;-23,90416667;-51,95;0;0;A SER APURADO;A SER APURADO;
09_2021;LULA LELE;CPRIOJ;AGPRITI;BRASIL;2,4;7,2;09:00:00;05/mar/21;BOTE;INTERIOR;PASSAGEIRO;MOTOR;ÁGUA ABERTA;-23,22111111;-44,71;0;0;4030052045;MADEIRA;
3_2021;AMIGOS DO DELTA;CPPARN;CPPARN;BRASIL;MIÚDA;4,5;11:00:00;07/mar/21;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;AVARIA DE MÁQUINAS;-2,86055556;-41,65666667;0;0;221M2012004670;FIBRA;
10_2021;RIVOTRIL - TODDYNHO;CPVITO;CPVITO;BRASIL;0;3,31;13:00:00;07/mar/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-20,28916667;-40,30166667;0;0;341M2020003310;FIBRA;
20-A/2021;OCEAN TIDE;CPSANT;CPSANT;HONG KONG;44,114;229;19:00:00;22/fev/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-23,98;-46,28777778;1;0;SOLAS-IMO 9848534;AÇO;
21-A_2021;SAKIZAYA INTEGRITY;CPSANT;CPSANT;PANAMÁ;43,291;229;04:06:00;27/fev/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;RUPTURA DE CABOS;-23,97305556;-46,28777778;0;0;SOLAS-IMO 9780146;AÇO;
2A_/2021;SEM NOME;DLFURN;DLFURN;BRASIL;NÃO INSCRITA;5,64;14:00:00;06/mar/21;CANOA;INTERIOR;SEM ATIVIDADE DEFENIDA;SEM PROPULSÃO;EMBORCAMENTO;-21,06972222;-45,34305556;0;0;NÃO INSCRITA;A SER APURADO;
11_2021;SEM NOME;CPBLEM;CPBLEM;BRASIL;A SER APURADO;A SER APURADO;12:30:00;27/fev/21;BARCO;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;INCÊNDIO;-1,79916667;-51,155;2;0;A SER APURADO;A SER APURADO;
13_2021;YANGTZE CROWN - ST ANDREW;CPSTNA;CPSTNA;ILHAS MARSHALL;44,669;229;11:05:00;08/mar/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;ABALROAMENTO;0,02805556;-51,0125;0;0;SOLAS-IMO 9636905;AÇO;
02_2021;SEM NOME;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;A SER APURADO;03:30:00;14/fev/21;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-4,28527778;-55,96944444;0;1;NÃO INSCRITA;ALUMÍNIO;
03_2021;Chatinha;CFCUIA;AGCACE;BRASIL;NÃO INSCRITA;3,9;18:00:00;06/mar/21;BOTE;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-15,43305556;-59,4675;0;0;NÃO INSCRITA;ALUMÍNIO;
05_2021;SANTA VITÓRIA II;CFAREM;CFAREM;BRASIL;371;50;16:00:00;21/fev/21;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;DERIVA  DA EMBARCAÇÃO;-2,45972222;-54,57;0;0;11438274;AÇO;
04_2021;VOVÔ ATÍLIO II 2014;CFAREM;CFAREM;BRASIL;62;22,4;23:30:00;23/fev/21;ROLL-ON - ROLL-OFF;INTERIOR;CARGA;MOTOR;MAU APARELHAMENTO DA EMBARCAÇÃO;-2,15833333;-55,15555556;0;0;11452986;AÇO;
03_2021;NESTOZINHO;CFAREM;CFAREM;BRASIL;19;13,5;13:15:00;15/fev/21;EMPURRADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;-2,41555556;-54,73611111;0;0;50073745;AÇO;
05_2021;SEM NOME;CFCUIA;AGCACE;BRASIL;MIÚDA;6,3;16:00:00;01/fev/21;CANOA;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;COLISÃO;-15,99972222;-57,70555556;0;1;A SER APURADO;MADEIRA;NÃO POSSUI
12_2021;Norbe VI;CPMCAE;CPMCAE;PANAMÁ;A SER APURADO;97,54;13:05:00;05/mar/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTES COM PESSOAS EM GERAL A BORDO;-22,49833333;-40,08722222;1;0;381E007642;AÇO;
06_2021;WS LEONIS - AMERICO VESPÚCIO;CPCIFE;CPCIFE;BRASIL;398;30,25;19:37:00;14/mar/21;REBOCADOR;APOIO-MARITIMO;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;;;0;0;3810510441;AÇO;
02_2021;PIETRO;DLPIRA;DLPIRA;BRASIL;0;5;19:00:00;15/mar/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;;;0;0;941M2015001971;AÇO;
14_2021;UP OPAL - EAGLE PAULINIA;CPMCAE;CPMCAE;SINGAPURA;83,773;277;02:20:00;14/mar/21;NM  DE CARGA GERAL;LONGO - CURSO;CARGA;MOTOR;AVARIA DE GOVERNO;-23,61805556;-41,19305556;0;0;SOLAS-IMO 381E011763;AÇO;
11_2021;TORNADO I;CPVITO;CPVITO;BRASIL;10;10,42;11:00:00;13/mar/21;BOTE;INTERIOR;PESCA;MOTOR;DERIVA  DA EMBARCAÇÃO;-20,5;-40,06666667;0;0;3410388087;MADEIRA;NÃO POSSUI
15_2021;SÊ TU  UMA BÊNÇÃO;CPSTNA;AGOQUE;BRASIL;1;9,9;07:00:00;15/mar/21;BARCO;INTERIOR;PESCA;MOTOR;INCÊNDIO;3,84916667;-51,83166667;0;0;022-0105341;MADEIRA;
10_2021;VITIN;CPRIOJ;CPRIOJ;BRASIL;0;4,3;23:40:00;12/mar/21;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-23,01777778;-43,2975;0;0;383M2014002451;FIBRA;
06_2021;SEM NOME;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;A SER APURADO;17:00:00;05/mar/21;CANOA;INTERIOR;SEM ATIVIDADE DEFENIDA;SEM PROPULSÃO;QUEDA DE PESSOAS NA ÁGUA;-2,02555556;-54,57833333;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
01_2021;Tuvirão L Vitória;CPUMBA;CPUMBA;BRASIL;0;7,8;13:30:00;13/mar/21;BOTE;INTERIOR;PASSAGEIRO;MOTOR;COLISÃO;-18,99611111;-57,65555556;0;0;481M2018005579;ALUMÍNIO;
11_2021;ROOTS;CPRIOJ;AGPRTI;BRASIL;1;6,1;19:50:00;14/mar/21;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,06027778;-44,60861111;0;0;3840175208;FIBRA;
5_2021;SEM NOME;DLSFSL;DLSFSL;BRASIL;NÃO INSCRITA;A SER APURADO;20:00:00;14/mar/21;BOTE;INTERIOR;A SER APURADO;MOTOR;EMBORCAMENTO;-26,24583333;-48,69361111;0;0;NÃO INSCRITA;ALUMÍNIO;
12_2021;CONDÉ III;CPRIOJ;CPRIOJ;BRASIL;0;3,35;16:30:00;15/mar/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;AVARIA DE MÁQUINAS;-22,98972222;-43,22611111;0;0;941M2017001342;FIBRA;
4_2021;SEM NOME;CPPARN;CPPARN;BRASIL;NÃO INSCRITA;NÃO INSCRITA;15:00:00;15/mar/21;BARCO;INTERIOR;PESCA;MOTOR;EXPLOSÃO;-2,885;-41,66833333;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
4_2021;SEM NOME;CPGRAN;CPGRAN;BRASIL;NÃO INSCRITA;A SER APURADO;15:20:00;20/mar/21;BOTE;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-31,70833333;-51,96722222;0;0;NÃO INSCRITA;A SER APURADO;
13_2021;CTE Guedes - EXP Safira;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;A SER APURADO;10:00:00;17/mar/21;BARCO;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;ABALROAMENTO;-1,32166667;-48,54972222;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
09_2021;CAPITÃO XIBUXA - FAMA II;CPNAUS;AGITAC;BRASIL;18,1;16,24;14:30:00;04/mar/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ENCALHE;-3,17416667;-58,50666667;0;0;001.017319-6;AÇO;
12_2021;Comte. Silvano - Maria Carolina - Monte Dourado  - Estaman 496;CPBLEM;CPBLEM;BRASIL;83;19,5;20:40:00;09/mar/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-1,6;-49,04972222;0;0;211008699;AÇO;
14_2021;Capitão Eduardo   - Dias Neto III;CPBLEM;CPBLEM;BRASIL;41;19,28;06:00:00;14/mar/21;EMPURRADOR COM BALSA  (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;-1,26944444;-48,54805556;0;0;210278668;MADEIRA;NÃO POSSUI
16_2021;LOG IN POLARIS;CPSTNA;CPSTNA;BRASIL;31,368;185,96;09:00:00;18/mar/21;NM  PORTA CONTENTOR;CABOTAGEM;CARGA;MOTOR;ATO DE PIRATARIA/ASSALTO/FURTO/ROUBO;0,04472222;-51,99416667;0;0;SOLAS-IMO 9852365;AÇO;
13_2021;ESPERTO;CPVITO;CPVITO;BRASIL;11;10,99;09:00:00;17/mar/21;BOTE;CABOTAGEM;PESCA;MOTOR;NAUFRÁGIO;-20,31611111;-40,2675;0;0;3410146423;MADEIRA;NÃO POSSUI
12_2021;VIDAMAR;CPVITO;CPVITO;BRASIL;9,9;9,78;00:00:00;19/mar/21;SAVEIRO;INTERIOR;PESCA;MOTOR;DERIVA  DA EMBARCAÇÃO;-20,38277778;-39,83333333;0;0;3410235311;MADEIRA;NÃO POSSUI
09_2021;CYDA E GUSTAVO;DLANGR;DLANGR;BRASIL;2,26;6,35;09:00:00;21/mar/21;LANCHA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;NAUFRÁGIO;-23,05805556;-44,18472222;0;0;3820115854;FIBRA;
17_2021;SEM NOME;CPSTNA;CPSTNA;BRASIL;NÃO INSCRITA;3;10:00:00;18/mar/21;LANCHA;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;EMBORCAMENTO;-0,01277778;-51,20388889;0;1;NÃO INSCRITA;ALUMÍNIO;
15_2021;GAROUPA 1;CPMCAE;CPMCAE;BRASIL;NÃO INSCRITA;A SER APURADO;06:35:00;19/mar/21;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;ACIDENTES COM PESSOAS EM GERAL A BORDO;-22,37416667;-40,42805556;1;0;NÃO INSCRITA;AÇO;
14_2021;AGIL I - AL MAR-II;CPVITO;CPVITO;BRASIL;159;26;14:50:00;19/mar/21;SUPPLY;APOIO-MARITIMO;CARGA;MOTOR;ABALROAMENTO;-20,38333333;-39,05;0;0;1610065476;AÇO;
06_2021;MANAIA;DLTIAO;DLTIAO;BRASIL;13;12,83;18:30:00;23/mar/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;COLISÃO;;;0;0;403915556-4;FIBRA;
15_2021;SEM NOME;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;A SER APURADO;08:00:00;19/mar/21;BARCO;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;NAUFRÁGIO;-1,26666667;-48,65;0;0;NÃO INSCRITA;MADEIRA;
22-A_2021;HAPPY DAY;CPSANT;CPSANT;BRASIL;0;3,22;07:30:00;07/mar/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;DERIVA  DA EMBARCAÇÃO;-24,02361111;-46,29111111;0;0;403M2010002826;FIBRA;
24-A_2021;SAFIRA;CPSANT;CPSANT;BRASIL;28,8;16,7;10:00:00;21/fev/21;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-24,05;-46,26638889;0;0;4019937435;FIBRA;
23-A_2021;FB-17 - RODRIGO NETO I;CPSANT;CPSANT;BRASIL;282;49;17:17:00;09/mar/21;BALSA;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-23,98333333;-46,2925;0;0;4010202165;AÇO;
05_2021;CAPTAINYANNIS L;CPFTZA;CPFTZA;ILHAS MARSHALL;30,657;189,99;08:30:00;23/mar/21;NM  DE CARGA GERAL;LONGO - CURSO;CARGA;MOTOR;MAU APARELHAMENTO DA EMBARCAÇÃO;-3,53361111;-38,78583333;0;0;SOLAS-IMO 9343546;AÇO;
16_2021;MISSIONÁRIO;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;8;15:00:00;15/mar/21;BARCO;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-1,92805556;-49,6625;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
4_2021;SANTA LÚCIA;DLGUAI;DLGUAI;BRASIL;0;5,95;00:30:00;25/mar/21;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-23,235;-53,06972222;0;0;962M2018008168;ALUMÍNIO;
05_2021;CHOLA VIRTUE;CPGRAN;CPGRAN;SINGAPURA;39,749;224,94;11:00:00;26/mar/21;NM GRANELEIRO;LONGO - CURSO;CARGA;MOTOR;ACIDENTE COM ESCADA DE PORTALÓ;-32,10916667;-52,10277778;0;0;SOLAS-IMO 9267601;AÇO;
06_2021;SEM NOME;CPGRAN;CPGRAN;BRASIL;NÃO INSCRITA;4;17:30:00;27/mar/21;BOTE;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;NAUFRÁGIO;-30,3975;-50,24111111;0;0;NÃO INSCRITA;ALUMÍNIO;
18_2021;SEM NOME;CPSTNA;CPSTNA;BRASIL;NÃO INSCRITA;5;09:30:00;29/mar/21;CANOA;INTERIOR;SEM ATIVIDADE DEFENIDA;MOTOR;EMBORCAMENTO;0,19861111;-51,00861111;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
03_2021;PIPES 67;CFATOC;CFATOC;BRASIL;99;44;16:25:00;19/mar/21;BALSA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;DEFICIÊNCIA NA AMARRAÇÃO OU FUNDEIO;-9,34166667;-47,90555556;0;0;1270006665;AÇO;
3-F_2021;SEM NOME;DLFURN;DLFURN;BRASIL;0;3;13:00:00;28/mar/21;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-21,97111111;-45,88527778;0;0;A SER APURADO;FIBRA;
07_2021;LVK III;CFPVEL;AGACRE;BRASIL;A SER APURADO;A SER APURADO;13:00:00;29/mar/21;BALSA;INTERIOR;CARGA;MOTOR;COLISÃO;-6,53388889;-64,38305556;0;0;A SER APURADO;AÇO;
25-A_2021;ÃO PAULO PILOTS I - SEA KISS;CPSANT;CPSANT;BRASIL;9,5;9,2;16:25:00;14/mar/21;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-24,00527778;-46,32527778;0;0;4010480921;FIBRA;
20_2021;FENIX -  DEUS PROVERÁ I;CPSTNA;AGOQUE;BRASIL;1;10,9;A SER APURADO;A SER APURADO;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;3,88194444;-51,79972222;1;0;A SER APURADO;ALUMÍNIO;
