Nº DE IAFN;NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);DATA;HORA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LAT DEC;LONG DEC;VF;FER.;DES.;NUMERO INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
2_2020;SEM NOME;5;DLRUCA;DLRUG;BRASIL;NÃO INSCRITA;4;21/JUN/2020;15:00;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-30,06666667;-54,91666667;1;0;0;NÃO INSCRITA;ALUMÍNIO;
16_2020;SEM NOME;9;CFPVEL;CFPVEL;BRASIL;NÃO INSCRITA;A SER APURADO;24/JUN/2020;10:00;BALSA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;ARDERNAMENTO;-10,65027778;-68,50138889;0;0;0;NÃO INSCRITA;A SER APURADO;
04_2020;BM 4;6;CPUMBA;CPUMBA;BRASIL;36;20;22/JUN/2020;19:20;BALSA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;QUEDA DE VEÍCULO NA ÁGUA;-19,25972222;-57,23333333;0;0;0;4810129004;AÇO;
9_2020;SEM NOME;3;CPNATL;CPNATL;BRASIL;NÃO INSCRITA;6;21/JUN/2020;13:30;CANOA;INTERIOR;PESCA;MOTOR;EMBORCAMENTO;-5,078055556;-36,46083333;2;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
26-A_2020;SABINO PESCADOS;8;CPSANT;CPSANT;BRASIL;6,7;8,7;19/MAI/2020;14:00;BARCO;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-23,98722222;-46,40611111;0;0;0;4610072301;MADEIRA;NÃO POSSUI
27-A_2020;DUKE SANTOS;8;CPSANT;CPSANT;PANAMÁ;44,397;229;23/MAI/2020;8:00;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-23,97777778;-46,29138889;0;1;0;SOLAS-IMO 9785988;AÇO;
26_2020;YANGZE 16;4;CPLUIZ;CPLUIZ;LIBÉRIA;44,095;229;A SER APURADO;A SER APURADO;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;MORTE DE PESSOA;;;1;0;0;SOLAS-IMO 9785964;AÇO;
25_2020;IOLCOS UNITY;2;CPSALV;CPSALV;MALTA;40,485;225;28/JUN/2020;3:20;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;;;0;1;0;SOLAS-IMO 9313058;AÇO;
27_2020;LU BRASIL - BARRACA IMPERATRIZ;4;CPLUIZ;AGIMPE;BRASIL;0;4,99;27/JUN/2020;15:45;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-5,528055556;-47,50027778;1;1;0;521M2003013500;FIBRA;
04_2020;Serrana;1;DLPIRA;DLPIRA;BRASIL;24,8;19,70;26/JUN/2020;13:15;BALSA;INTERIOR;PASSAGEIRO E CARGA;SEM PROPULSÃO;NAUFRÁGIO;-16,68611111;-45,23861111;0;0;0;9440001453;AÇO;
26_2020;MAYLON X - SEM NOME;9;CPNAUS;CPNAUS;BRASIL;0;3,53;28/JUN/2020;12:30;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-3,019166667;-60,17722222;1;0;0;001M201300123;FIBRA;
25_2020;LIFE;9;CPNAUS;CPNAUS;BRASIL;0;3,53;28/JUN/2020;5:00;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;EXPLOSÃO;-3,035833333;-60,10805556;0;1;0;001M2012002791;FIBRA;
20_2020;SEM NOME;1;CPVITO;CPVITO;BRASIL;NÃO INSCRITA;3,1;27/JUN/2020;9:00;OUTRAS EMBARCAÇÕES;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-20,62722222;-40,46638889;0;0;0;NÃO INSCRITA;FIBRA;
14_2020;MAR AZUL;1;DLRUCA;DLRUCA;BRASIL;19;14,6;02/JUL/2020;22:00;TRAINEIRA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;NAUFRÁGIO;-23,035;-44,16250000;0;0;0;40330113541;MADEIRA;A SER APURADO
17_2020;JEAN FILHO LXI;4;CFAREM;CFAREM;BRASIL;155;21,5;18/JUN/2020;9:00;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;AVARIA DE MÁQUINAS;-2,42;-54,47611111;0;0;0;10222553;AÇO;
07_2020;COLDART - SEM NOME;7;CPFBRA;CPFBRA;BRASIL;0;3,36;02/JUL/2020;14:30;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-16,31361111;-48,39000000;0;0;0;524M2015000948;FIBRA;
17_2020;SEM MOME;9;CFPVEL;AGACRE;BRASIL;NÃO INSCRITA;A SER APURADO;30/MAR/2020;12:30;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-9,099444444;-68,64555556;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
27_2020;POST;5;DCPJAI;DCPJAI;BRASIL;1,1;9,8;20/JUN/2020;18:00;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-27,00777778;-48,61222222;0;0;0;4039139143;FIBRA;
06_2020;CAPITÃO JACK II;5;DLSFSL;DLSFSL;BRASIL;77;27,10;01/JUL/2020;3:00;ESCUNA;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;-26,22083333;-48,65888889;0;0;0;4420238020;MADEIRA;NÃO POSSUI
17_2020;VELHO MIRANDA;1;DLCABO;DLCABO;BRASIL;7,9;10,55;03/JUL/2020;2:30;TRAINEIRA;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;-22,97027778;-42,01777778;0;0;0;3813904580;MADEIRA;NÃO POSSUI
14_2020;OCEANICA X;8;CPAGUA;CPAGUA;BRASIL;12;11,58;28 /JUN/202;#VALOR!;LANCHA;APOIO MARITIMO;PASSAGEIRO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-25,51694444;-48,26388889;0;0;0;3810388246;FIBRA;
28_2020;STH CHIBA;4;CPLUIZ;CPLUIZ;CHIPRE;34,551;199,99;28/JUN2020;8:00;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;PRESENÇA DE CLANDESTINO A BORDO;;;0;0;0;SOLAS-IMO9738337;AÇO;
16_2020;ROMARIA - JEAN FILHO LVII;4;CFAREM;CFAREM;BRASIL;NÃO INSCRITA;A SER APURADO;29/JUN/2020;2:00;BARCO;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;ABALROAMENTO;;;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
18_2020;ROGER;4;CFAREM;CFAREM;BRASIL;18;17;18/JUN/2020;20:00;BARCO;INTERIOR;PESCA;MOTOR;DERIVA DA EMBARCAÇÃO;-2,246388889;-54,25555556;0;0;0;230074618;MADEIRA;NÃO POSSUI
26_2020;SEM NOME;2;CPSALV;CPSALV;BRASIL;NÃO INSCRITA;A SER APURADO;01/JUL/2020;13:00;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-12,58638889;-39,09888889;0;0;5;NÃO INSCRITA;MADEIRA;NÃO POSSUI
13_2020;CIDADE DE NITERÓI MV 18;1;CPMCAE;CPMCAE;BAHAMAS;143,166;315;22/JUN/2020;7:00;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;AVARIAS NO CASCO;-23,57;-39,93666667;0;0;0;381E005666;AÇO;
27_2020;VOVÔ DURACY QUEIROZ - PRINCESA D NILA II/;9;CPNAUS;AGITAC;BRASIL;NÃO INSCRITA;A SER APURADO;26/JUN/2020;17:30;A SER APURADO;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;ABALROAMENTO;-2,982777778;-58,13638889;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
11_2020;LADINO;5;CPFPOL;CPFPOL;BRASIL;11,6;8,8;30/JUN/2020;12:00;VELEIRO;INTERIOR;ESPORTE E RECREIO;MISTA;AVARIA DE GORVENO;-27,49888889;-48,60500000;0;0;0;4210260533;FIBRA;
12_2020;GALEÃO DOURADO;5;CPFPOL;CPFPOL;BRASIL;48;22,6;01/JUL/2020;4:30;ESCUNA;INTERIOR;PASSAGEIRO;MOTOR;ENCALHE;-27,42583333;-48,44861111;0;0;0;3825419657;MADEIRA;NÃO POSSUI
28_2020;CD SÃO MIGUEL III;1;CPRIOJ;CPRIOJ;BRASIL;753;60;03/JUL/2020;12:20;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;EXPOR A RISCO;-22,84;-43,14611111;0;0;0;3813890571;AÇO;
21_2020;RIO TOCANTINS;1;CPVITO;CPVITO;BRASIL;21,5;13,78;29/JUN/2020;15:35;BOTE;CABOTAGEM;PESCA;MOTOR;DERIVA DA EMBARCAÇÃO;-20,235;-39,93333333;0;0;0;3410236660;MADEIRA;NÃO POSSUI
29_2020;VITORIA;4;CPLUIZ;CPLUIZ;BRASIL;A SER APURADO;A SER APURADO;A SER APURADO;A SER APURADO;BOTE;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-2,205;-43,87500000;0;0;3;A SER APURADO;MADEIRA;NÃO POSSUI
02_2020;BARTOLOMEU DIAS;5;DELUNA;DELUNA;BRASIL;47,799;242;30/JUN/2020;13:00;NM PORTA CONTENTOR;LONGO-CURSO;CARGA;MOTOR;COLISÃO;-28,38805556;-49,08916667;0;0;0;SOLAS-IMO 0011441755;AÇO;
30_2020;SEM NOME;4;CPLUIZ;CPLUIZ;BRASIL;NÃO INSCRITA;14,50;06/JUL/2020;9:00;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;NAUFRÁGIO;;;0;0;0;NÃO INSCRITA;AÇO;
15_2020;VALLARTA;1;DLANGR;DLANGR;BRASIL;12,70;13,10;27/JUN/2020;13:30;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ENCALHE;-23,03333333;-44,23333333;0;0;0;4010657669;FIBRA;
13_2020;John M. Carras;5;CPGRAN;CPGRAN;GRÉCIA;44,190;229;01/JUL/2020;2:00;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ENCALHE;-32,10111111;-52,08527778;0;0;0;SOLAS-IMO 9592707;AÇO;
12_2020;LAIZ;5;CPGRAN;CPGRAN;BRASIL;31;13,44;21/JUN/2020;8:30;BARCO;CABOTAGEM;PESCA;MOTOR;MORTE DE PESSOA;-33,84722222;-53,14416667;1;0;0;4630034056;MADEIRA;NÃO POSSUI
14_2020;Guarita;5;CPGRAN;CPGRAN;BRASIL;2,063;91,50;01/JUL/2020;23:00;NM QUÍMICO;INTERIOR;CARGA;MOTOR;ENCALHE;-31,72472222;-52,04583333;0;0;0;4620217999;AÇO;
15_2020;Maisa;5;CPGRAN;CPGRAN;BRASIL;13,474;161;02/JUL/2020;11:50;NM PETROLEIRO;LONGO-CURSO;CARGA;MOTOR;SEM CÓDIGO DE NATUREZA DO ACIDENTE;-32,075;-52,09250000;0;0;0;SOLAS-IMO 7801714;AÇO;
29_2020;ANJO RAFAEL - ANNA MINHA ETERNA;1;CPRIOJ;CPRIOJ;BRASIL;7,8;11,70;06/JUL/2020;14:00;BOTE;INTERIOR;PESCA;MOTOR;ABALROAMENTO;-22,93833333;-43,14055556;0;0;0;4430061955;MADEIRA;NÃO POSSUI
18_2020;COTIGUARA;9;CFPVEL;CFPVEL;BRASIL;0;6;05/JUL/2020;12:00;CANOA;INTERIOR;PASSAGEIRO;MOTOR;COLISÃO;-8,621944444;-63,52083333;0;1;0;003M2019002136;ALUMÍNIO;
10_2020;FLOR DO CARIBE;3;CPNATL;CPNATL;BRASIL;6;8,40;07/JUL/2020;13:00;BARCO;CABOTAGEM;PESCA;MOTOR;ACIDENTE DE MERGULHO;-5,646944444;-35,11472222;0;1;0;1620023440;MADEIRA;NÃO POSSUI
05_2020;Santa Laura I;6;CPUMBA;CPUMBA;BRASIL;19;15,5;08/JUL/2020;18:00;EMPURRADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-18,16666667;-57,39166667;1;0;0;4810100464;AÇO;
05_2020;CAETANO;8;DLPREP;DLPREP;BRASIL;A SER APURADO;A SER APURADO;08/JUL/2020;11:50;BOTE;INTERIOR;A SER APURADO;MOTOR;EMBORCAMENTO;-21,41555556;-51,94388889;1;0;0;A SER APURADO;ALUMÍNIO;
21_2020;POLARIS-2;4;CPBLEM;CPBLEM;PANAMÁ;18,361;149,90;09/JUL/2020;10:45;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-1,094444444;-48,48611111;1;0;0;SOLAS-IMO 8417625;AÇO;
09_2020;VALERIA;3;CPCEIO;AGNEDO;BRASIL;2,9;12,27;12/JUL/2020;3:30;LANCHA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;NAUFRÁGIO;-10,29666667;-36,58861111;0;0;0;2420095642;MADEIRA;NÃO POSSUI
12_2020;SOL NASCENTE X;3;CPNATL;CPNATL;BRASIL;11;11,3;10/JUL/2020;9:15;BOTE;CABOTAGEM;PESCA;MOTOR;MORTE DE PESSOA;-4,819444444;-36,49250000;1;0;0;1810047196;MADEIRA;NÃO POSSUI
11_2020;SALMO 91;3;CPNATL;CPNATL;BRASIL;15;11,20;09/JUL/2020;13:00;BARCO;CABOTAGEM;PESCA;MOTOR;MORTE DE PESSOA;-6,080833333;-34,96277778;1;0;0;1820051790;MADEIRA;NÃO POSSUI
13_2020;SEM NOME;3;CPNATL;CPNATL;BRASIL;NÃO INSCRITA;3,5;10/JUL/2020;2:30;JANGADA;INTERIOR;PESCA;MOTOR;EMBORCAMENTO;-5,964722222;-35,08305556;0;0;1;NÃO INSCRITA;MADEIRA;NÃO POSSUI
05_2020;EVROS - PINTA;3;CPFTZA;CPFTZA;BAHAMAS;30,020;183;10/JUL/2020;8:35;NM PETROLEIRO;LONGO-CURSO;CARGA;MOTOR;ABALROAMENTO;-3,878611111;-38,41055556;0;0;0;SOLAS-IMO 9290921;AÇO;
20_2020;PERFECT LIFE;4;CPBLEM;CPBLEM;BRASIL;5;9,86;05/JUL/2020;18:30;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-1,648611111;-48,42888889;1;0;0;210997508;FIBRA;
22_2020;BERTOLINI LXX - B R A S I L I A;4;CPBLEM;CPBLEM;BRASIL;91;23;09/JUL/2020;16:12;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-1,030833333;-51,03027778;0;0;1;210314923;AÇO;
07_2020;GANGA MAA;8;DLTIAO;DLTIAO;BRASIL;0;12;11/JUL/2020;22:30;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ENCALHE;-23,86944444;-45,19055556;0;1;0;4039150694;FIBRA;
20_2020;A SER APURADO;9;CFPVEL;AGHMTA;BRASIL;A SER APURADO;A SER APURADO;08/JUL/2020;23:00;A SER APURADO;INTERIOR;A SER APURADO;A SER APURADO;EXPLOSÃO;-5,823333333;-61,30333333;0;0;0;A SER APURADO;A SER APURADO;
28_2020;ARCO IRIS - ALLAN MIRANDA - ALLAN MIRANDA - NAVEBRAN XVI;9;CPNAUS;AGITAC;BRASIL;65;42;04/JUL/2020;22:00;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-2,433333333;-57,55250000;0;0;1;10203991;AÇO;
30_2020;OOS TIRADENTES;1;CPRIOJ;CPRIOJ;LIBÉRIA;34,434;1189;12/JUL/2020;18:00;PLATAFORMA;LONGO-CURSO;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-22,90027778;-43,14472222;0;1;0;387E002006;AÇO;
08_2020;Rodrigues VIII;3;CPCEIO;CPCEIO;BRASIL;7;9,5;09/JUL/2020;20:00;BOTE;CABOTAGEM;PESCA;MOTOR;NAUFRÁGIO;-9,695555556;-35,74361111;0;0;0;2410148204;MADEIRA;NÃO POSSUI
16_2020;João Mallmann - Pelicano-F;5;CPGRAN;CPGRAN;BRASIL;2,983;12,7;09/JUL/2020;5:30;NM GRANELEIRO;INTERIOR;CARGA;MOTOR;ABALROAMENTO;-32,03333333;-52,07666667;0;0;0;4620812722;AÇO;
15_2020;HAROS;1;DLRUCA;DLRUCA;BRASIL;2;5,5;02/JUL/2020;14:50;VELEIRO;INTERIOR;ESPORTE E RECREIO;VELA;ENCALHE;-22,93833333;-43,92472222;0;0;0;4010334410;FIBRA;
14_2020;SEM NOME;3;CPNATL;CPNATL;BRASIL;0;5,3;12/JUL/2020;14:30;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;NAUFRÁGIO;-6,425555556;-36,60222222;1;0;0;NÃO INSCRITA;ALUMÍNIO;
31_2020;CIDADE DE PARATY;1;CPRIOJ;CPRIOJ;BAHAMAS;148,661;322,07;15/JUL/2020;5:10;PLATAFORMA;APOIO MARITIMO;OUTRAS ATIVIDADES OU SERVIÇO;MOTOR;AVARIA DE MÁQUINAS;-25,36638889;-42,75972222;0;0;0;381E009416;AÇO;
22_2020;SEM NOME;9;CFPVEL;AGACRE;BRASIL;NÃO INSCRITA;A SER APURADO;10/JUL/2020;13:00;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-9,099444444;-68,64555556;0;0;0;NÃO INSCRITA;A SER APURADO;A SER APURADO
_2020;MARIANA;8;CPSANT;CPSANT;BRASIL;22,414;179,9;25/JUN/2020;20:30;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-23,97666667;-46,28638889;0;2;0;SOLAS-IMO 9571595;AÇO;
_2020;CAPITÃO MICOTÃO;8;CPSANT;CPSANT;BRASIL;NÃO INSCRITA;A SER APURADO;25/MAR/2020;13:00;LANCHA;INTERIOR;SEM ATIVIDADE DEFINIDA;SEM PROPULSÃO;ENCALHE;-23,99694444;-45,30027778;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
23_2020;Comte Amaral;9;CFPVEL;CFPVEL;BRASIL;36;18,68;12/JUL/2020;9:00;BARCO;INTERIOR;CARGA;MOTOR;EXPLOSÃO;-7,2625;-62,93333333;0;0;0;014-0010505;MADEIRA;NÃO POSSUI
24_2020;Jean Filho XXV;9;CFPVEL;CFPVEL;BRASIL;47,9;20,4;16/JUL/2020;1:40;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;MORTE DE PESSOA;;;1;0;0;10032495;AÇO;
21_2020;Hagger IV - Dona Edith - Amazonia 84;9;CFPVEL;AGHMTA;BRASIL;48;14,2;29/JUN/2020;6:30;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;NAUFRÁGIO;-6,224444444;-61,83777778;0;0;0;101173625;AÇO;
;TUCURUI II;8;CPSANT;CPSANT;BRASIL;340;40,50;30/JUN/2020;19:00;OUTRAS EMBARCAÇÕES;INTERIOR;CARGA;SEM PROPULSÃO;COLISÃO;-23,93583333;-46,30583333;0;0;0;3810248321;AÇO;
08_2020;SEM NOME;4;CPSTNA;CPSTNA;BRASIL;NÃO INSCRITA;A SER APURADO;23/JUL/2020;22:30;CANOA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ABALROAMENTO;0,108055556;-51,42416667;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
09_2020;COMANDANTE SHEILA;4;CPSTNA;CPSTNA;BRASIL;NÃO INSCRITA;A SER APURADO;26/JUL/2020;20:00;LANCHA;INTERIOR;A SER APURADO;MOTOR;ÁGUA ABERTA;0,186388889;-50,78833333;0;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
25_2020;ALEY;4;CPBLEM;CPBLEM;BRASIL;8,3;12;09/JUL/2020;20:00;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-1,376111111;-48,49361111;1;0;0;210264063;MADEIRA;NÃO POSSUI
07_2020;SEM NOME;5;CFALEG;CFALEG;BRASIL;NÃO INSCRITA;A SER APURADO;09/JUL/2020;17:30;CANOA;INTERIOR;PESCA;SEM PROPULSÃO;QUEDA DE PESSOAS NA ÁGUA;-3,054444444;-52,88333333;1;0;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
;EOS;8;CPSANT;CPSANT;BRASIL;6,3;11,96;20JUN/2020;17:00;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-24,00833333;-46,32416667;0;0;0;2810270694;FIBRA;
06_2020;SEM NOME;1;CFBELZ;CFBELZ;BRASIL;NÃO INSCRITA;A SER APURADO;12/JUL/2020;16:58;MOTO-AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;;0;1;0;NÃO INSCRITA;FIBRA;
24_2020;JEAN FILHO XXV - NAVEBRAN VIII - JEANY SARON XVI;9;CFPVEL;CFPVEL;BRASIL;47,9;20,4;16/JUL/2020;1:30;EMPURRADOR COM BALSA(COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-8,717222222;-63,91972222;1;0;0;10194738;AÇO;
04_2020;SEM NOME;7;CFATOC;CFATOC;BRASIL;A SER APURADO;A SER APURADO;25/JUL/2020;11:28;CANOA;INTERIOR;A SER APURADO;MOTOR;NAUFRÁGIO;;;0;0;0;A SER APURADO;ALUMÍNIO;
25_2020;Ceus de Rondonia;9;CFPVEL;CFPVEL;BRASIL;23,5;10,5;26/JUL/2020;21:00;FLUTUANTE;INTERIOR;ESPORTE E RECREIO;SEM PROPULSÃO;NAUFRÁGIO;-8,815;-63,70027778;0;0;0;30052602;AÇO;
06_2020;LABRADOR;3;CPFTZA;CPFTZA;CHIPRE;19,814;184,93;13/JUL/2020;19:00;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;AVARIA DE MÁQUINAS;-3,526944444;-38,81083333;0;0;0;SOLAS-IMO 9415222;AÇO;
14_2020;PARGO 1;1;CPMCAE;CPMCAE;BRASIL;NÃO INSCRITA;A SER APURADO;18/JUL/2020;0:15;PLATAFORMA;CABOTAGEM;OUTRAS ATIVIDADES OU SERVIÇO;SEM PROPULSÃO;MORTE DE PESSOA;-22,37472222;-40,41722222;1;0;0;NÃO INSCRITA;AÇO;
15_2020;MESTRE ANTONIO II;1;CPMCAE;CPMCAE;BRASIL;14,5;10,8;18/JUL/2020;0:00;BARCO;CABOTAGEM;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;;0;0;1;3410230688;MADEIRA;NÃO POSSUI
;MISTRAL - A SER APURADO - OUTRAS;8;CPSANT;CPSANT;BRASIL;7;9,22;30/JUN/2020;17:30;TRAINEIRA;INTERIOR;PESCA;MOTOR;ABALROAMENTO;-24,33027778;-47,00361111;0;0;0;4019907650;MADEIRA;NÃO POSSUI
;D ANGELO;8;CPSANT;CPSANT;BRASIL;3;7,8;01/JUL/2020;9:45;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-24,18361111;-46,79666667;0;0;0;4019976058;FIBRA;
36-A_2020;WL UGLICH;8;CPSANT;CPSANT;MALTA;24,199;180;18/JUN/2020;13:10;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;EXPOR A RISCO;-25,9675;-46,29583333;0;0;0;SOLAS - IMO 9674373;AÇO;
27_2020;A SER APURADO;9;CFPVEL;CFPVEL;BRASIL;A SER APURADO;A SER APURADO;01/AGO/2020;14:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-8,833611111;-63,68361111;0;0;0;A SER APURADO;FIBRA;
16_2020;MARIMAR RIO;1;DLRUCA;DLRUCA;BRASIL;6;9;01/AGO/2020;14:18;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;DERIVA DA EMBARCAÇÃO;-23,01583333;-43,94277778;0;0;0;3870050152;MADEIRA;
10_2020;FOX;4;CPSTNA;CPSTNA;BRASIL;A SER APURADO;5,00;02/AGO/2020;11:15;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;EXPLOSÃO;0,0125;-51,04888889;0;4;0;A SER APURADO;ALUMÍNIO;
24_2020;FLAY III;1;CPVITO;CPVITO;BRASIL;7;7,40;29/JUL/2020;9:00;BARCO;INTERIOR;PESCA;MOTOR;ENCALHE;;;0;0;0;3870052309;MADEIRA;
35-A_2020;SHAIANE;8;CPSANT;CPSANT;BRASIL;0,90;8,70;18/JUL/2020;9:30;CANOA;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-25,1325;-47,86111111;0;0;0;4211494651;FIBRA;
26_2020;Itiquira - A SER – Jamari;9;CFPVEL;CFPVEL;BRASIL;342;28,30;25/JUL/2020;10:00;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-8,608611111;-63,58472222;0;0;0;10203664;AÇO;
19_2020;DONA MARIA JOSÉ;4;CFAREM;CFAREM;BRASIL;A SER APURADO;6,5;26/JUL/2020;22:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;;;1;0;0;023-0933581;ALUMÍNIO;
28_2020;DELLY;2;CPSALV;CPSALV;BRASIL;6;10;17/JUL/2020;19:00;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-12,79777778;-38,45638889;0;0;0;2818914051;FIBRA;
15_2020;SÊ TU UMA BENÇÃO I;3;CPNATL;AGCATI;BRASIL;7;10,15;26/JUL/2020;22:00;BARCO;CABOTAGEM;PESCA;MOTOR;COLISÃO;-5,110277778;-35,61638889;0;0;0;1620020441;MADEIRA;
6_2020;RIO DAS MORTES;6;CFCUIA;AGELIX;BRASIL;120;24;23/JUL/2020;8:00;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;QUEDA DE VEÍCULO NA ÁGUA;-11,61888889;-52,84055556;0;0;0;4830053615;A SER APURADO;
7_200;RAIMUNDO PESCA;3;CPFTZA;AGOCIM;BRASIL;32;14,65;19/JUL/2020;17:30;BARCO;CABOTAGEM;PESCA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-0,4;-40,15000000;0;0;1;1620024390;MADEIRA;
4_2020;TODA NUA;3;CPCIFE;CPCIFE;BRASIL;50;20,81;27/JUL/2020;22:30;ESCUNA;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;-7,856111111;-34,72888889;0;0;0;2810277311;MADEIRA;
23_2020;MARAN NOBILITY;1;CPVITO;CPVITO;GRÉCIA;106,727;299,92;26/JUL/2020;18:00;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTES COM PESSOAS EM GERAL A BORDO;-20,2875;-40,24722222;0;1;0;SOLAS - IMO 9593220;AÇO;
